,Tweet,User,createdTime,label
18,b'we are HELPLESS and literally crying. now is the situation that the Garbage is flooded towards our house. situation is getting worst at priya colony park Gudimalkapur.  Please save us. it is extremely unhygienic.  @KTRTRS @ZC_Khairatabad @GHMCOnline @WHO @arvindkumar_ias https://t.co/S7MCwehmS6',b'CSVASatyaSaiGa1',2020-10-04 08:06:26,solid waste
19,"b'Following my visit this thursday, held a cleanliness drive at Boggulkunta, Gunfoundry Division. This place was full of waste, garbage, mud.. got this area cleared with the help of @AMOHC14 and team. @KTRTRS @bonthurammohan https://t.co/HE2F7UxZfw'",b'MamtaManga',2020-10-04 06:00:28,solid waste
20,"b'@KTRTRS Sir , @Commissionerdu2 @SwachhBharatGov - Throwing away garbage in dustbins\xf0\x9f\x9a\xae is a simple practice to avoid pollution of water bodies and the environment  STOP LITTERING WASTE! Be a responsible citizen. #SaveEnvironment #SaveWater'",b'SantoshReddyVK1',2020-10-04 05:21:10,solid waste
21,"b'#DundigalMunicipality - @KTRTRS Gudmrng Sir,  Need to Plan Awareness among people not to Dump garbage again!'",b'SantoshReddyVK1',2020-10-04 05:15:35,solid waste
22,b'@Ilovehyderabad @GreatestArifAli @AjeevV @swachhhyd @GHMCOnline @raziasworld @Ghmc7 @KTRTRS @ASIGoI @Kevin_B_Haynes @TelanganaToday @VictorRao3 I agree  1-  not throw garbage  2- we as a nation should segregate garbage  A. Dry ( paper plus plastic metal glass ) B. Wet  kitchen waste  C. Soiled Diapers etc   3- not spit in public spaces  4- respect water bodies Lakes ocean Learn to respect mountains /Trees/green cover',b'aliyashehzad1',2020-10-04 05:07:08,solid waste
23,"b'@GHMCOnline @CommissionrGHMC GM Sir. Acc to GHMC Act Sec 199, there is no need to pay for garbage collection but at my locality Amberpet, Burusugally 100/- Per month is taken &amp; the guy asks rudely for money. Y shld we pay when r paying our taxes. Pls respond.'",b'SuryaVa75586796',2020-10-04 02:32:25,solid waste
24,b'@CPCB_OFFICIAL @TelanganaPCB @MC_Nizampet @GHMCOnline  Everyday night some bad pharma wastage n or industrial waste smell is spreading across #PragathiNagar #MithilaNagar from #ALEAP #Industrial area. &amp; Staking the health of ppl. @CommissionrGHMC save us from this #AirPollution',b'chaithu1923',2020-10-03 17:01:55,solid waste
25,b'@MC_Bhongir @KTRTRS @arvindkumar_ias @cdmatelangana @PMR0789 @ASCIMEDIA People needs education as they are not aware that they should not throw garbage on the roads as roads are not thr private property but we often see lots of garbage on the streets and this a kind of violation and offenders should be penalised.',b'prince_mouzam',2020-10-03 15:53:55,solid waste
26,"b'@D_SudheerReddy @ZC_LBNagar @trspartyonline @KTRTRS @trsinnews @bonthurammohan please help in stopping the garbage being dumped in road no 5 suryodaya colony,LB Nagar. https://t.co/ozOARSMtNi'",b'Namo4in',2020-10-03 15:34:45,solid waste
27,b'@GHMCOnline @ZC_LBNagar  Garbage burning. Can this is looked into? Road 3 Santoshi Mata colony Hasthinapurm north. Smoke engulfed neighborhood. My contact 9632730055 https://t.co/Sz38c9ULax',b'rajbagayatkar',2020-10-03 10:50:18,solid waste
28,b'#NMC sanitation team carrying out the road sweeping activities to keep the city clean. Support our #FRONTLINE Warriors by stopping people from throwing waste in public places. #IndiaFightsCorona  #SwachhBharat  @Collector_NZB @KTRTRS  @arvindkumar_ias @cdmatelangana https://t.co/3xr8VvanRX',b'MC_Nizamabad',2020-10-03 09:47:17,solid waste
29,"b'\xf0\x9f\x91\x87is the Demo of the boom barrier installed for cleaning up floating solid waste&amp; for arresting its entry into #HussainSagar  #HMDA took up measures that incl. zero discharge of sewage, beautification&amp; ensuring clean water flow into Hussain Sagar  @KTRTRS  https://t.co/Exz2hbYyz5 https://t.co/UgXO9sfWak'",b'PuttaVishnuVR',2020-10-03 06:46:54,solid waste
30,"b""@kimshospitals @RaghuRamMurthy1 @nsbalakumaran @ActivistTeja @CEC_EVDM @CYBTRAFFIC @ZC_SLP @arvindkumar_ias @KTRTRS @psmiyapur_cyb @Dc21Ghmc @shanthchandra @SrinivasBellam @kalpana_designs @Director_EVDM @cyberabadpolice @CollectorRRD @jn_prtk @GHMCOnline @KonathamDileep @EE_Chandanagar @Rupa52329747 @kimshospitals U r supposed to handover the debris to @GHMCOnline can you confirm the location where you have dumped? Reputed organisations like u don't follow d waste mgmt rules, how can an illetarate follow it.  Cc: @Dc21Ghmc @ZC_SLP @Director_EVDM @KTRTRS @KonathamDileep""",b'vinay_vangala',2020-10-03 06:22:17,solid waste
31,b'@GHMCOnline @CommissionrGHMC @Director_EVDM @ZC_Khairatabad @KTRTRS @MinisterKTR @KTRoffice  I have complained also to @GHMCOnline  but there is no change. Every Thursday ghmc workers are dumping a heap of garbage here and leaving it to rot for 2 days.',b'rskshankar113',2020-10-03 05:49:46,solid waste
32,"b'@GHMCOnline  I am the resident of Alapatinagar Colony Mehditpnam and would like to thank the contribution of GHMC and sanitization workers who helped clean the colony by removing rubbish , debirs, garbage.Special thanks to Mr Ram Supervisor looking forward for your support always https://t.co/yrvmw42C19'",b'SureshMahadeva1',2020-10-03 05:39:31,solid waste
33,"b'@KTRTRS @bonthurammohan @CommissionrGHMC   Hi, I would like to know how often garbage collection should take place and as of now how much should we pay to the garbage collector? Kindly Please provide PDF copy of guidelines regarding garbage collection.'",b'saicharanreddy2',2020-10-03 05:05:17,solid waste
34,"b'@KTRTRS Sir,My flat is mobile no linked aadhar authenticated,GHMC assessed and allotted PTIN and collecting tax,Can\xe2\x80\x99t u take it from ur own DB?If not why did you take my aadhar no,mobile no etc?How many times we need to waste our time doing this?Evn v are doing hell lot of issues https://t.co/z1FdFiXVxj'",b'Dywantit',2020-10-03 04:47:55,solid waste
35,"b'Unknown personals dumping garbage near Telecomnagar Park, Gachibowli, Urdu university road. Please help clear the garbage and take action on those who are dumping garbage on the road side. @GHMCOnline https://t.co/qJRRJZZMXs'",b'SKY73243414',2020-10-03 04:24:05,solid waste
36,"b""@SocialsPanda @VP_SCB @swachhbharat @GhmcSbm @GHMCOnline Burning garbage openely is a new norm in @SECBAD_CANTT &amp; no one bothers to punish SCB official's @TelanganaPCB @CPCB_OFFICIAL @drajaykumar_ias @aajayced1001 @pddesc @RakshaSampada @DefenceMinIndia""",b'SaveTrimulgher1',2020-10-03 03:36:24,solid waste
37,"b'@KTRTRS Dear sir, Ameenpur, Madhavapuri Hills society, we don\xe2\x80\x99t have proper roads, Street lights and drinking water facilities. Our roads are fully overflown with drainage water and waste water everyday and no one is taking care after several complaints. Kindly help us\xf0\x9f\x99\x8f'",b'VarunAtluri3',2020-10-03 03:36:10,solid waste
38,b'Rule say no garbage burning but we do just opposite. @VP_SCB we collect and creat garbage dump and burn them wherever we fill and then relax. Vanitha enclave.@swachhbharat @GhmcSbm @GHMCOnline https://t.co/snbkVT0lZb',b'SocialsPanda',2020-10-03 03:34:18,solid waste
39,b'@janagam_ramana @KTRTRS @ArooriRamesh @MC_GWMC @GWMC_DC1 @PamelaSatpathy @TelanganaCMO Complaint attended pl. Alloted swachh auto for daily collection of waste . https://t.co/vVyo5sXABu',b'suresh_adepu403',2020-10-03 02:58:03,solid waste
40,"b'@CommissionrGHMC @GHMCOnline @ZC_Khairatabad @bonthurammohan Swatch Bharat Abhiyan and find these garbage bins spillout nice garden Owaisi Park at Elegance st. Vijayanagar Colony. V disgusting with rotten smell,several families living close by with small kids &amp; it is v hazardous. https://t.co/tVYLsQyWxz'",b'mohdviquarahmed',2020-10-02 22:23:04,solid waste
41,"b'@KTRTRS Pls spend few minutes to read hundreds of tweets from residents in Dammaiguda &amp; surroundings. Constantly trying to get your attention to address toxic leachate menace from jawaharnagar dumpyard, whole city\xe2\x80\x99s garbage sits on our head, not one soul to care https://t.co/yyz9k43ncD'",b'sanegent11',2020-10-02 18:50:02,solid waste
42,"b'@madhulikaS2 @ManikondaMc @CollectorRRD @jn_prtk @KTRTRS @arvindkumar_ias @TSMAUDOnline @cdmatelangana @MoJSDoWRRDGR @MinOfJalShakti If there is a will, there is a way. Setting this as an example, so many lost lakes can be revived. Go all out for that.\xf0\x9f\x91\x8c The cleanliness of the revived lakes have got to be maintained. How do you think that can be ensured? There should be a fencing too to prevent throwing waste.'",b'Ilovehyderabad',2020-10-02 14:10:48,solid waste
43,b'@ZC_SLP @arvindkumar_ias @KTRoffice @bonthurammohan @GHMCOnline @CommissionrGHMC This will till #ghmcelections after that no maintenance it will ultimately turned a garbage areas. @trspartyonline @TelanganaCMO @INCTelangana @revanth_anumula @GHMCOnline @CommissionrGHMC @asadowaisi @TelanganaToday @TheSiasatDaily @amjedmbt @revanth_anumula @NR_abuaimal',b'mdabdulsami11',2020-10-02 13:50:51,solid waste
44,"b""@zckukatpally @KTRTRS @arvindkumar_ias @bonthurammohan @CommissionrGHMC Waste of money , With that money osmania hospital can be renovated or can get new ambulance's and can do many more things in Osmania hospital. Go and visit government hospital @KTRTRS""",b'Ratankumar9160',2020-10-02 12:36:43,solid waste
45,"b""@zckukatpally @KTRTRS @arvindkumar_ias @bonthurammohan @CommissionrGHMC It's waste of money by spending on mobile toilet...it's just for publicity not for permanent solution for constructing PUBLICTOILETS  in main areas...""",b'HariprasadVara7',2020-10-02 12:15:25,solid waste
46,b'Door to door waste collection by #NMC team aims at maintaining litter free Nizamabad. Support our #frontline warriors by stopping people from throwing waste in public places. #StaySafeStayHealthy @Collector_NZB  @KTRTRS @arvindkumar_ias @cdmatelangana https://t.co/2RbdDlTDru',b'MC_Nizamabad',2020-10-02 10:06:59,solid waste
47,"b""Dry resource center and Public toilet inaugurated by Hon'ble Minister @GKamalakarTRS and Mayor @SunilYadagiri at Resource park The center helps in sorting out the dry waste and sell it off to recyclers. @Collector_KNR  @KTRTRS  @bandisanjay_bjp  @arvindkumar_ias https://t.co/ndhvaoNaaa""",b'MC_Karimnagar',2020-10-02 10:06:19,solid waste
48,"b'@KTRTRS , @MinisterKTR @KTRoffice Sir, we are residents of Shivaji Nagar residents association in Kamaguda, Turkyamjal municipality. Sagar Road The masqati ice cream factory has been letting all their waste water into our plots and our plots are flooded with that water.'",b'Rambokka',2020-10-02 06:15:34,solid waste
49,"b'@GHMCOnline Garbage disposal in Gurumurthy Lane of Street No 4, Begumpet is a problem. Kindly instruct the concerned to take steps to collect garbage regularily as its quite irregular and causing inconvenience to many households in the locality. Thank you.'",b'Pradeep_6869',2020-10-02 04:20:05,solid waste
50,b'@KTRTRS GOOD MORNING SIR No one is responding even after complaining for several times in grievance and Add commissioner of GWMC WARANGAL  to remove waste and collection of household waste please do the needfull @ArooriRamesh @MC_GWMC @GWMC_DC1 @PamelaSatpathy @TelanganaCMO',b'janagam_ramana',2020-10-02 04:18:12,solid waste
51,b'@zckukatpally @KTRTRS @arvindkumar_ias @bonthurammohan @CommissionrGHMC After #ghmcelections this mobile toilet will be lying in garbage. How many water ATM was installed and how many are in use? @asadowaisi @aimim_national @revanth_anumula @INCTelangana @arvindkumar_ias @TelanganaCMO @GHMCOnline @CommissionrGHMC',b'mdabdulsami11',2020-10-02 04:04:07,solid waste
52,"b'@MC_Nizampet Drainage waste has not been removed since 2 days.  Location: Road No-2, Bandari Layout, Nizampet Village. Kindly help to clear it.  Also, not able to register complaints on the App (Crashing everytime)  @MAYORNeelaKolan @GHMCOnline @arvindkumar_ias https://t.co/eHIfE7R57s'",b'TheNameisSasi',2020-10-02 03:43:05,solid waste
53,"b'@KTRTRS BHUVANAGIRI  will be neat and clean ..and tidy city ...only when you visit the place very frequently ,otherwise ..the garbage on roads &amp; pot holes ,damaged flyover of jagdevpur roads ..are awesome  .TQ'",b'siddude',2020-10-02 02:58:56,solid waste
54,"b'#NMC Sanitation workers were trained in operational areas of their duties such as Garbage collection (Wet,Dry,Sanitary &amp; Domestic hazardous), Composting etc., Support our #FRONTLINE warriors by stopping people from throwing waste in public areas @arvindkumar_ias @KTRTRS https://t.co/RIdFu2IMJ9'",b'MC_Nizamabad',2020-10-02 02:32:01,solid waste
55,"b'@KTRTRS @MinisterKTR @KTR_News @KTRoffice @PMOIndia @narendramodi     Free rice,ration, is thrown is thrown and sold in markets by so-called Poor in dustbins,garbage. Only 10% are eating 90%selling and buying rice@40 per kg. Who is poor ,govt misusing taxpayers money for vote. https://t.co/2XjRxPvCq0'",b'narsingrajb',2020-10-02 01:02:02,solid waste
56,"b'@sureshmatta @HMWSSBOnline @EE_Chandanagar @GHMCOnline @CommissionrGHMC @GandhiArekapudi @KTRoffice @KTRTRS @bandisanjay_bjp @DeccanChronicle @tv5newsnow @NallagandlaHyd @TelanganaCMO @PMOIndia @phealer @ZC_SLP General remedy is leave first 20 minutes of water suplly wastely to garden or on roads ,then take clean water in force supply - this is genneral practice all over city cauusing 40 % water wste  60 % revenue waste of HMWSSB ?'",b'HydWatch',2020-10-01 17:39:44,solid waste
57,"b'@D_SudheerReddy Sir, Garbage is being dumped regularly in the middle of the colony road no 5 Suryodaya colony LB Nagar. Even GHMC also dumping the garbage of various places in here. Dogs and mosquitoes are prevalent as a result.please help. @CommissionrGHMC @GHMCOnline @KTRTRS https://t.co/CkE4mzhwvv'",b'Namo4in',2020-10-01 14:27:48,solid waste
58,"b""@krishanKTRS @KTRTRS @BTR_KTR @MPsantoshtrs @D_SudheerReddy @kp_vivekanand @KonathamDileep @KTRTRS  Sir first repair road in Hyderabad and say about cable bridge Don't waste public money""",b'AjayVar05020481',2020-10-01 13:43:51,solid waste
59,"b'@MinisterKTR @KTRTRS Dear ktr Garu, pl visit our locality at Kalikaber near to prajay Apartment , petrol pump ,Bpc , you find total Drainage mess on the roads flowing since 2 months,The car dealers occupied and the Dirty Garbage underneath,  Vinay 9848160385 Kalikaber'",b'Vinaykk1',2020-10-01 13:30:32,solid waste
60,"b'Sir, due to recent rains, @GHMCOnline has conducted a drive cutting down dangerously posed tree branches, due to which heaps of these branches are lying on colony roads, where people are throwing garbage. We request you to do needful\xf0\x9f\x99\x8f @CommissionrGHMC @GhmcSbm @KTRoffice https://t.co/beZvGLp867'",b'HblcWelfare',2020-10-01 13:30:02,solid waste
61,"b'@TelanganaCMO @chmallareddyMLA @Collector_MDL @KTRTRS @revanth_anumula Please resolve Jawahar nagar dump yard issue, set up waste management facilities at multiple locations in city.request you stay one day at Jawahar nagar/near by colonies and experience what it is.'",b'Ravindranath_19',2020-10-01 11:03:27,solid waste
62,"b""@MamtaManga @KTRTRS @BTR_KTR @HCorporaters @trspartyonline This is mud has thrown by digging borewell in phoolbagh area which is located at backside of bandlines colony. Due to that rats are digging the walls into the walls. I hereby request u ma'am please do the needful lift the mud and save people health. Also people throwing garbage. https://t.co/BX2xlzPhR2""",b'VikramR43783512',2020-10-01 10:41:50,solid waste
63,"b'@KTRTRS @jagadishTRS Another area is to utilise the waste lands for Neem plantations. Neem consumption in agriculture is increasing by leaps &amp; bounds. In four or five years, the plants become fruit bearing. Neem oil can be extracted and sold.'",b'bapujiarcot',2020-10-01 10:10:32,solid waste
64,b'@MKarthi80220270 @zckukatpally @chmanoj88 @GHMCOnline @KTRTRS @zckukatpally as you always do something different can we do some thing here also so that people will not throw the Garbage',b'ActivistTeja',2020-10-01 07:51:44,solid waste
65,b'@arvindkumar_ias @KTRTRS @CommissionrGHMC @bonthurammohan @ZC_Khairatabad @HiHyderabad  @Aizaz38518356 @shoasifnagar @Director_EVDM  pl  direct D concern to LIFT THE GARBAGE &amp;Take actionagainst D Garbage godown owner besides kings palace functionhallflower market Rd  Gudimalkapur https://t.co/HE2vdjOECX',b'balwanthreddy6',2020-10-01 05:59:08,solid waste
66,"b""Dear @GHMCOnline, I am forced to take my issue to social platform as despite of numerous complaints my problem isn't being solved. I raised a complaint of garbage dump in front of our house which started small but is growing exponentially every day! @KTRTRS cc'ng hoping qik actn. https://t.co/czviBacy0u""",b'chmanoj88',2020-10-01 05:50:21,solid waste
67,b'@MC_Nizampet @KTRTRS @arvindkumar_ias @kp_vivekanand @Collector_MDL @MAYORNeelaKolan Sir doing excellent work but see the the waste should be dumped in dump yards instead of dumping beside the apartments https://t.co/N6SR77FOvq',b'chanti_31',2020-10-01 04:31:04,solid waste
68,b'@shanthchandra @KTRTRS First the people should be educated to stop littering around Recycle the plastic Do not throw plastic into drainages separate out west waste from dry waste  Slowly you will see the change',b'SatyaNatla',2020-10-01 03:10:33,solid waste
69,"b'Dear @GHMCOnline, I filed an online complaint through your app. What I got is Ref ID : 290920991526 Today latest clip  @KTRTRS Garu, what does it take for @GHMCOnline to clean this garbage dump and keep this area clean? https://t.co/tWhYKcK25N https://t.co/CNzV2gzmpC'",b'trsriniwas',2020-10-01 02:32:52,solid waste
70,"b""@K_Nageshwar wasting ur potential by limiting urself in MLC life is short aim for big TRS becoming useless &amp; corrupted, so aim for big, u have tremendous  knowledge &amp; zeal to serve people don't waste by restricting urself @narendramodi @AmitShah https://t.co/RTFFKS3uhW @KTRTRS""",b'BhagatCingh',2020-09-30 20:42:52,solid waste
71,"b'@KTRTRS @SEPSZGHMC Beautification is fine,but pls address basic issues like clean air/water in Dammaiguda &amp; surroundings due to toxic stench from Jawaharnagar dumpyard. Whole city\xe2\x80\x99s garbage sits on our head, not one soul to care @SmitaSabharwal @TOIHyderabad @arvindkumar_ias https://t.co/yyz9k43ncD'",b'sanegent11',2020-09-30 20:06:07,solid waste
72,b'@veeren2009 @arvindkumar_ias @HMDA_Gov @WRIIndia @KTRTRS put a person with boat on the lake and he will clean it easily. Why waste electricity and create more plastic when we can easily get it cleaned without paying tons of money to companies.',b'javabava',2020-09-30 18:44:47,solid waste
73,b'This pictures from #hanamakonda #raipura municipal garbage vehicles are coming regularly but not cleaning the areas well and not regularly this #pandemic time is very hard to everyone this type of thing will get more diseases so #please take any action on it thanks @KTRTRS sir https://t.co/d8Y4MSoVgf',b'SRK08124750',2020-09-30 17:52:45,solid waste
74,"b'@arvindkumar_ias @HMDA_Gov @WRIIndia @KTRTRS Hello sir this is Jaipal dundigalla, this project is home waste water treatment plant,no equipment, no power,any anquary please call me sir,8790530890 https://t.co/kVBRDuj7ce'",b'Jaipaldundigal1',2020-09-30 17:46:21,solid waste
75,b'@ncbn KCR says infra investment in Amaravathi is waste BJP says capital is state subject This indicate both TRS&amp;BJP supporting @ysjagan  In coming @GHMCOnline elections for which party amaravathi fans will vote? @KTRTRS @bandisanjay_bjp @revanth_anumula @kishanreddybjp @PrajaRajadhani',b'ExpressChannel7',2020-09-30 16:42:46,solid waste
76,b'@MC_Nizampet @KTRTRS @arvindkumar_ias @kp_vivekanand @Collector_MDL @MAYORNeelaKolan Ya same patch work. Give permanent solution to raods not the patch work. Waste of money. Again in another 2 or 3 weeks it will be same situation as previous. Money waste money waste. I m seeing this from past 4-5 yrs',b'anugulamohan',2020-09-30 16:20:18,solid waste
77,"b'@arvindkumar_ias @HMDA_Gov @WRIIndia @KTRTRS Sir!  How many years you keep on saying this that you are going to clean up hussain sagar lake.  Atleast don\xe2\x80\x99t mention it, we will forget about that promise of making it fresh waterlake.  If sewer waste water comes and join that lake, i don\xe2\x80\x99t understnd how is that hoing to happen'",b'sravanzz',2020-09-30 14:55:20,solid waste
78,"b'@arvindkumar_ias @HMDA_Gov @WRIIndia @KTRTRS Sir, do include this technology for Bon Chervu (Hasmathpet lake) which is in dire need for beautification to be completed @ &amp; keep lake surroundings : free from dumping of - waste &amp; drainage.'",b'makarand_india',2020-09-30 14:50:46,solid waste
79,b'Door to door waste collection by #NMC team aims at maintaining litter free Nizamabad. Support our #frontline warriors by stopping people from throwing waste in public places. #StaySafeStayHealthy #SwachhBharat @Collector_NZB  @KTRTRS @arvindkumar_ias @cdmatelangana https://t.co/SXPwhuf9ee',b'MC_Nizamabad',2020-09-30 12:21:25,solid waste
80,"b'@GHMCOnline  Please remove the garbage.  Landmark main road in front of Al mansoor Bakery, opposite Santoshnagar Colony , Yadgiri theatre lane. https://t.co/QvHhztm617'",b'AMERGULAM',2020-09-30 09:42:57,solid waste
81,b'@THHyderabad @rravikanthreddy @TelanganaCMO @KTRTRS @MinisterKTR @trspartyonline @the_hindu @SabithaindraTRS Waste of people\xe2\x80\x99s money.',b'rashmithaprasad',2020-09-30 09:35:32,solid waste
82,"b'@Collector_MDL @GHMCOnline @DC_Kukatpally respected DC madam u dint keep ur words, u promised that ghm will clear the debris and waste material which was dummped on suvry 127 grave yard balanagar ,but the work is still not done.'",b'UnitedINDIAPar2',2020-09-30 08:54:54,solid waste
83,b'#KTRmark  #GHMC cleared a Garbage vulnerable point @ Maktha School - wall paintings done too.  Beautification of #Hyderabad   @KTRTRS https://t.co/4piGO1W2i6',b'KTR_mark',2020-09-30 07:34:46,solid waste
84,b'@ssaratht @KTRTRS What a waste of public money by pinki dynasty to hire paid pimps by breaking all the norms of chinavirus. This m@d show may continue until Dubbaka elections to fool mindless bewda yindoos yet again..',b'vasu_m',2020-09-30 07:16:32,solid waste
85,"b'@KTRTRS Good morning sir Respected sir, This is to bring to your notice that in 35th division, kadipokonda of greater warangal sanitation is very poor and not collecting  day to day house garbage or atleast no bins are placed in division to put waste. Many times given complaint'",b'janagam_ramana',2020-09-30 06:49:57,solid waste
86,b'@KTRTRS please save this nizampet cheruvu. Opposite hillcounty nizampet. People are trying to capture this cheruvu. There are lot of people dependent on this cheruvu for water. If taken out all the bore will go waste. Please kindly look into this Sir https://t.co/CFofA6fi7W',b'akc_cool',2020-09-30 06:29:42,solid waste
87,"b'@GHMCOnline @CommissionrGHMC @KTRTRS Dear Sir,I have raised the grievance in GHMC app to road side garbage clearance.Grievance ID 120920965684.Its been more than3 weeks that ticket is raised. It is getting closed without resolving the problem. Pls advise ghmc to clear the garbage'",b'nsreddy0205',2020-09-30 06:23:53,solid waste
88,"b""If this true then we can't even imagine how worst r other states are faring in Swatch Bharath ! Becse I can show you minimum 100 pics of garbage/debris in every corner of the city on every day and I'm still wondering hw we got No.1 rank!!!! Strange @KTRoffice @GHMCOnline https://t.co/woXEGkFcSP""",b'SudheerMutala',2020-09-30 04:29:52,solid waste
89,"b""@zckukatpally @KTRTRS @arvindkumar_ias @bonthurammohan @CommissionrGHMC Good progress. Madam, The land behind Metro Shopping Mall is vacant and being used to dump garbage &amp; debris. That land can be transformed into park, mini stadium, community hall etc. It's a 5 acre land and will be useful to people of Old Kukatpally. @Collector_MDL @KTRTRS""",b'Rajendra537',2020-09-30 03:19:12,solid waste
