,Tweet,User,createdTime,label
12,"b'@TelanganaCMO @KTRTRS @TSEduDept @deohyd2020 Again TS Education Department is serving notices to pvt schools for violation of GO 46, no #PandemicFeeRelief for school parents. We wait for your promises to be fulfilled Sirs. This time watching with eyes wide open. https://t.co/gI6yTQDQ0d'",b'vineetaiirm',2020-10-03 19:02:47,education
13,b'@KTRTRS sir my name is Raju Education is ITI ELECTRICIAN  2 years apprentice pass Not getting any job father death My mother and my brother  3 numbers in house  Very bad position sir',b'GRAJU14935041',2020-10-03 16:09:46,education
14,b'@MC_Bhongir @KTRTRS @arvindkumar_ias @cdmatelangana @PMR0789 @ASCIMEDIA People needs education as they are not aware that they should not throw garbage on the roads as roads are not thr private property but we often see lots of garbage on the streets and this a kind of violation and offenders should be penalised.',b'prince_mouzam',2020-10-03 15:53:55,education
15,"b'@Ashish543213 @heart_kittu @KTRTRS There is work for the past 70 years Not enough money to solve all the things that have been neglected and ruined  You cast your vote for them to decide what the work is and what they spend the ""available"" money on ( water, electricity, education , farmers )'",b'SatyaNatla',2020-10-03 15:52:44,education
16,b'@MinisterKTR @KTRTRS @Paytm @lifebuoysoap @YOUWECAN @abhaydelhi Sir I have a best idea for the app that app very useful for education students sir this is very helpful sir please support me and help me sir \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',b'S121536',2020-10-03 14:04:47,education
17,"b'@KTRTRS Dear Sir, it is difficult for teachers and students to attend educational institutions during this Covid situation. Online education also will not serve the required purpose. Hence, I would suggest that tell the students to learn from anyone who can teach &amp; attend exams.'",b'sampannalaxmibh',2020-10-03 07:16:54,education
18,b'@TelanganaCMO @KTRTRS @SabithaindraTRS An actor of this stature comes out and addresses the sufferings of parents ..this shows something going bad about education in state..wake up..take up task   https://t.co/ON6eEV8UME',b'gnanesh_badri',2020-10-02 16:31:16,education
19,"b'@KTRTRS Most of us entered sale agmts to meet our financial needs for education/marriage/health.   Now buyers are unable to finish regn. due to ban and linked with LRS.  Kindly lift the bank and unlink with LRS, as buyers insisting us to bear this cost.'",b'narsi2771968',2020-10-02 13:05:42,education
20,"b""@trspartyonline ,kindly note that if you lose in the ghmc elections, it's probably because of the failure of education ministry to address jntuh issue.  @KTRTRS""",b'Sumanth02512036',2020-10-02 11:08:32,education
21,"b'@KTRoffice @KTRTRS @SabithaindraTRS #TS LAWCET In this pandemic when whole education system is shutdown, why  TSLAWCET is made mandatory of Gazateed Signature for an Entrance Test. Request you to kindly look into this Sir. https://t.co/y386XjhTlc'",b'Sriniva08076529',2020-10-02 06:30:10,education
22,"b""@VijayGopal_ @KTRTRS @TSEduDept Online classes is a luxury not a fundamental right. Let's not forget  migrant workers lives lost during lockdown.  Request schools to provide no frills basic education service during this covid pandemic  i.e textbooks + final exams https://t.co/mxQikJf58c""",b'thotaa',2020-10-02 04:34:23,education
23,"b""@iaccindia As part of 'Making Telangana a Global Higher Education Hub\xe2\x80\x99  inline with #NEP2020   -Any proposals to invite universities like @Harvard @Stanford @MIT to setup campuses in #Hyderabad?   -Also, any updates on #IIM Hyderabad? @KTRTRS  @jayesh_ranjan  @USCGHyderabad @ficci_india""",b'Telangana1st',2020-10-02 03:34:00,education
24,b'@RaoKavitha @SabithaindraTRS @KTRTRS I also request to include Criminology subject as a part of Education System to emphasize on Laws of Violation &amp; Conformity. From 6th-15th Standard. It may help in socialization. Thank you!',b'ravi_trikovela',2020-10-02 02:50:39,education
25,"b""@digilocker_ind please add Telangana Board of School Education'  students! Class X and XII digital mark sheets. @KTRTRS @TelanganaCMO @MinisterKTR @_DigitalIndia""",b'Deepanjal4',2020-10-01 16:40:27,education
26,"b'@PatnyAbhishek @KTRTRS KTR sir, if you could ask education department to look into this it will be helpful'",b'AvinashSarda',2020-10-01 16:31:29,education
27,b'Day 28 of #DigitalGuru Time table for Intermediate Education classes. Watch #IntermediateEducation @DDYadagiri  October 2 (Friday) from  8 am to 10.30am and 3pm to 6pm.  @TelanganaCMO @TSEduDept @KTRTRS @SabithaindraTRS https://t.co/CNJOfibss0',b'vramakanth3',2020-10-01 15:21:36,education
28,"b'@ProfSRK @INSANATAN @KrishnaSatyend2 @SAYAN2904 @sureshseshadri1 @IntelliIndiallc @narendramodi @myogiadityanath @DrRPNishank @drdineshbjp @HRDministry @Minister_Edu @CMOfficeUP @PMOIndia @ArvindKejriwal @rsprasad @AmitShah @nsitharaman @KTRTRS @JM_Scindia @drharshvardhan @AshwiniKChoubey @URRao10 @Vishala39205704 @him_khanna08 @mlkhattar @bjp_haryana @BYRBJP @nimmasuresh @UPGovt @cbseindia29 @ysjagan @EPSTamilNadu @capt_amarinder @sarbanandsonwal @tsrawatbjp @VijayIndrSingla @KASengottaiyan @c_raveendranath @VarshaBhargavi @RatanLalNath1 @SMEOdisha @itspcofficial @EduMinOfIndia @ProfSRKBJP @KVS_HQ @kvsedu @NitishKumar @TIFRScience Sir, we parents know that we have to keep our MOUTHS shut in Indian education system since we are not stakeholders like in the west. We have learnt to ACCEPT even when children are DISCRIMINATED on basis of CASTE/Economic dispensation,capital punishment is practiced.'",b'NationmyFamily',2020-10-01 13:02:41,education
29,b'@INSANATAN @KrishnaSatyend2 @SAYAN2904 @ProfSRK @sureshseshadri1 @IntelliIndiallc @narendramodi @myogiadityanath @DrRPNishank @drdineshbjp @HRDministry @Minister_Edu @CMOfficeUP @PMOIndia @ArvindKejriwal @rsprasad @AmitShah @nsitharaman @KTRTRS @JM_Scindia @drharshvardhan @AshwiniKChoubey @URRao10 @Vishala39205704 @him_khanna08 @mlkhattar @bjp_haryana @BYRBJP @nimmasuresh @UPGovt @cbseindia29 @ysjagan @EPSTamilNadu @capt_amarinder @sarbanandsonwal @tsrawatbjp @VijayIndrSingla @KASengottaiyan @c_raveendranath @VarshaBhargavi @RatanLalNath1 @SMEOdisha @itspcofficial @EduMinOfIndia @ProfSRKBJP @KVS_HQ @kvsedu @NitishKumar @TIFRScience This needs to be reviewed by education ministers seriously as we go ahead to start schools.  https://t.co/gvZiTykagQ',b'NationmyFamily',2020-10-01 12:14:11,education
30,b'@KTRTRS Hi sir this usha from mallareddy engineer college madchel sir I have requested our college management to provide my previous education diploma scan copies for the job offer they hesitate to provide that and they asking me to pay 35000 as I am bc-d background',b'Usha81795478',2020-10-01 10:47:52,education
31,"b'@narendramodi   @EduMinOfIndia   please change education system below 5th class  Learn all thinkings. Like Japan, uk   experimental le sir  now in indian school no playgrounds at schools. Now hyderabad strat someoneplease increase home schooling in India &amp;Telangana sir @KTRTRS https://t.co/OLr0h9FH4K'",b'venkatagowtham5',2020-10-01 07:24:45,education
32,b'Focusing on the #child_education  There are many people in the society keen to step forward in their studies but the circumstances are lacking them back! Helping them with the books  The Mission Child education @PrashanthMichel @NewIndianXpress @EconomicTimes @PMOIndia @KTRTRS https://t.co/a7Czm6TvYW',b'RangeenSena',2020-10-01 05:43:55,education
33,"b'@KTRTRS  how they will pay remaining amount, there are so many talented people in our country, if education is not free then our country will not develop.   Education must be Free please sir please my humble request to make engineering colleges fee amount restriction for 30,000'",b'jkarthik31',2020-10-01 04:46:29,education
34,b'@TelanganaCMO @trsharish @KTRTRS @HSPAIndia @SabithaindraTRS  sirs/ madam : pls help with same in TS ..  https://t.co/bxRkda7NXN',b'RajKacham',2020-10-01 04:40:21,education
35,"b""@AdarshSindhu @KTRTRS @bonthurammohan @TelanganaCMO Becoming politician is the best job rather than having good education and fighting for a job.. See the house a Corporator for a normal person it was impossible but it will possible as a politician.. Thanq the way shower's to the generation""",b'YuvaSena3',2020-10-01 04:34:09,education
36,"b'@varun_dusari @VenkatBalmoor @examupdt @nsui @TSNSUI @KTRTRS You have to mention CM,KTR,Education Minister in tweet then only they can see your tweet.'",b'JayanthPatel8',2020-10-01 03:54:49,education
37,b'This is what it has come to. Students have to rely on social media because our education system cannot adopt a no-exam policy for a few months ( 1 year tops) Shame @KTRTRS @KTRoffice https://t.co/HLf79NyZBP',b'_pranav_singhal',2020-10-01 02:49:55,education
38,"b'The same scenerio happens with the students of#SNIST They are least bothered about students health conditions, accommodation etc i request government of telangana and education department to take action against this and conduct exams through online!! @KTRTRS @SabithaindraTRS https://t.co/60Immf2oxo'",b'NagaVyshnavi_M',2020-10-01 01:50:44,education
39,"b""@sidhantawasthi @SabithaindraTRS What on earth are you talking about? Didn't u check the tweet by @KTRTRS? Education minister was busy inspecting batukamma sarees.  I too misunderstood her. Then i realised that that's the job of the education minister. To inspect sarees\xf0\x9f\x98\x8a. Glad to be ruled by these people \xf0\x9f\xa4\x97""",b'Sumanth02512036',2020-10-01 01:13:18,education
40,"b'@SatyaNatla @SaffronforTS @SatyaPeddapelli @KTRTRS @kishanreddybjp @TelanganaCMO Bill ante money ani ankunnam chudu... akkade new education standards telsipoyindhi... Noun, adjective and adverb ani untayi.. telsukondayya first... Nuv fake ayi untav,joined Twitter this month&amp;earning money by tweeting \xf0\x9f\x98\x82\xf0\x9f\x98\x82 neeku 2/- kuuda ekkuve, subject teledhu matter ledhu'",b'praveesh123',2020-09-30 19:28:51,education
41,b'@MVR_Education @nsui @SabithaindraTRS @ysjagan @AudimulapSuresh Sir plssss cancel our exams @SabithaindraTRS @PawanKalyan @VenkatBalmoor @ysjagan @KTRTRS @MinisterKTR @nsui @CHILDLINE1098 @EduMinOfIndia',b'irfanza87492542',2020-09-30 17:27:50,education
42,b'@DindigalaRajen1 @48cd5b53c97c416 @KTRTRS Check this sir What cm kcr promised What we got As you work as TRS party president in yellandu during the period 2007 -2014 You people and we fought for Telangana State We fought Telangana State for Government jobs Development Fast farmers loan Free education etc Where are this https://t.co/4xG6gDC7Fq',b'abhishekvishalk',2020-09-30 17:08:24,education
43,b'Day 23 of #DigitalGuru Time table for School Education classes. Watch #SchoolEducation @DDYadagiri  October 1 (Thursday) from  10.30 am to 1pm @TelanganaCMO @TSEduDept @KTRTRS  @SabithaindraTRS https://t.co/fGTycv0cds',b'vramakanth3',2020-09-30 12:22:01,education
44,b'Day 27 of #DigitalGuru Time table for Intermediate Education classes. Watch #IntermediateEducation @DDYadagiri  October 1 (Thursday) from  8 am to 10.30am and 3pm to 6pm.  @TelanganaCMO @TSEduDept @KTRTRS @SabithaindraTRS https://t.co/rSEbgkX4Hu',b'vramakanth3',2020-09-30 12:20:52,education
45,b'@GaddamSitha @BabuNuvuBtechAh @revanth_anumula @manickamtagore @VenkatBalmoor @NsuiTelangana @RahulGandhi @DrRPNishank @TeenmarMallanna @AnuragUniversi1 @PRRTRS @AnuragPalla @KTRTRS @SabithaindraTRS I think this iis the worst education in india Even government also not concentrate on student lives  Today they suffer us  Some day they suffer',b'CheyReddi',2020-09-30 12:09:39,education
46,"b'YES, WE AGREE EXAMS ARE NECESSARY FOR A BETTER EDUCATION , BUT NOT MORE THAN OUR HEALTH (LIFE\xf0\x9f\x98\xb7) IN THIS CORONA PANDEMIC SITUATION \xf0\x9f\x99\x8f\xf0\x9f\xa4\x95 #justicefordiplomastudents  #BeTheRevolution #promotediplomastudents  @SabithaindraTRS @KTRTRS @TelanganaCMO @V6News @RaoKavitha @navinmittal'",b'Imvicky08553626',2020-09-30 10:44:03,education
47,b'@VSrinivasGoud @KTRTRS @RaoKavitha @trsharish @MPsantoshtrs @TelanganaCMO @ntdailyonline @TelanganaToday @trspartyonline @trsinnews It is better to do a review meeting on education and employment which are hugely affecyed by pandemic.',b'vijay75228283',2020-09-30 09:32:45,education
48,"b'@MVR_Education @nsui @SabithaindraTRS @ysjagan @AudimulapSuresh Plssss help @PawanKalyan sir, @JanaSenaParty @KTRTRS @MinisterKTR @SabithaindraTRS @VenkatBalmoor @ysjagan sirs..'",b'irfanza87492542',2020-09-30 09:26:31,education
49,"b""@KTRTRS,, Here after we have only Regular Academic Schools only. In future we should also encourage 'Online method Academic schools along with common regular schools. This will bring a lot of education revolution in the school premises.""",b'pranathyreddy09',2020-09-30 07:54:23,education
50,b'@DiyaReddy14 @KTRTRS @SabithaindraTRS @narendramodi @BabuNuvuBtechAh @ntdailyonline No one responding. I think our students  life have no security. All are playing  with our lifes.. their is no value  for a student  life ..worst education  system.',b'Surya201310',2020-09-30 07:23:51,education
51,b'@akhil_rampally @KTRTRS @trsharish Yes #we want right to equality in education by removing reservation',b'Jayh93581336',2020-09-30 07:01:14,education
52,"b'Govt School Students, Makhtal learn coding software during their free time.   #Narayanpet bridging the digital divide ~ being led by @KTRTRS @jayesh_ranjan #TriumphantTelangana @_DigitalIndia #RAISE2020.  https://t.co/PgSpqK4Ckm'",b'CNarayanpet',2020-09-30 05:59:57,education
53,"b'@akhil_rampally @KTRTRS @trsharish Boycatt caste reservation in education..Sir, @KTRTRS  @trsharish  .We want equal right in seat allotment.'",b'Venkat4Design',2020-09-30 02:29:06,education
54,"b""@MinisterKTR @KTRTRS @SabithaindraTRS @SatyavathiTRS Students have been trying to reach out regarding jntuh exams for days. Good to see that the education minister is focusing on batukamma sarees. That's more important than the careers of students \xf0\x9f\x98\x8a. Let the students die. Batukamma sarees is more important. Focus on that.""",b'Sumanth02512036',2020-09-30 00:50:22,education
55,b'Day 22 of #DigitalGuru Time table for School Education classes. Watch #SchoolEducation @DDYadagiri  September 30 (Wednesday) from  10.30 am to 1pm @TelanganaCMO @TSEduDept @KTRTRS  @SabithaindraTRS https://t.co/wx5hhmNTtv',b'vramakanth3',2020-09-29 22:52:04,education
56,b'Day 26 of #DigitalGuru Time table for Intermediate Education classes. Watch #IntermediateEducation @DDYadagiri  September 30 (Wednesday) from  8 am to 10.30am and 3pm to 6pm.  @TelanganaCMO @TSEduDept @KTRTRS @SabithaindraTRS https://t.co/yIG3jrqgjn',b'vramakanth3',2020-09-29 22:50:49,education
57,"b""@MVR_Education @nsui @SabithaindraTRS @ysjagan @AudimulapSuresh We can't able to write exam sirs nd madamyhr hostles are not opening nd we don't have any transportation to come nd wirte @SabithaindraTRS @KTRTRS @RaoKavitha @ysjagan @SonuSood""",b'Nanigou22305344',2020-09-29 19:34:04,education
58,"b""@JNTU_HKA @SabithaindraTRS @KTRTRS Huh ! A step to sucess ryt ??!  Lol look amongst the most secured n protected ppl. If dey can contract,wbt us ?! Who r we ?!We are most vulnerable to it. U guys just don't understand.Stop worrying abt our future.Wat's d use of your education,when u can't evn make a wise decision.""",b'KinzelMyth',2020-09-29 18:10:40,education
59,b'@JNTU_HKA @SabithaindraTRS @KTRTRS Yes Bro shame on us . No one care for students life  Thats y every students are being glad having this pandemic Because of this shi* education system..\xf0\x9f\x99\x8f',b'varasampath753',2020-09-29 16:58:19,education
60,"b""Sir, @KTRTRS @trsharish We are the students of OC catagory. It's not fair to have casre reservations in education system. Even through we got good rank in polycet and Ecet we are not getting any top colleges as others We want equal right in seat allotment.""",b'Sai60800867',2020-09-29 16:31:44,education
61,"b""Sir, @KTRTRS  @trsharish   We the students of Oc category. It's not fair to have caste reservations in education system. Even though we get good rank in Polycet,Ecet we are not getting any colleges please look into it . We didnt do any sin .We want equal right in seat allotment.""",b'akhil_rampally',2020-09-29 16:00:57,education
62,"b""@KTRTRS  how you made him responsible for gurukul with such divisive false ideas,,spreading total lies,,it's hurting to see such officers in education,,take action please,transfer him to police dept https://t.co/HWnFBYrvGo""",b'glnmurthy',2020-09-29 15:47:26,education
63,"b'Honarable minister @KTRTRS Garu sir we need financial support for my sister education ,my dad is an auto drive n my sister she is studying her MBBS in Urkrain,  we are unable to pay her fee, our financial situation was too worst, we request u to plz help my family'",b'VijayaNallola',2020-09-29 15:15:10,education
64,"b""#Ambedkar brought reservations \xf0\x9f\x99\x8f  But present the Government Failed to Pay the Reimbursement of Students  You have money for the #statue but you don't have the same money For Reimbursement.   #Education and Career is Important not statues  #KCR @KTRTRS @SabithaindraTRS https://t.co/MkIVPjZDbj""",b'PishonRaj',2020-09-29 08:39:42,education
65,b'These Telangana govt school students are developing games with just 2 weeks of coding training - Education Today News  @KTRTRS @CNarayanpet https://t.co/GraMxOzQ0E',b'abdulma32033529',2020-09-29 07:28:43,education
66,b'@KTRTRS  Education should be more science biased children should become experts in mathematics and science    then only they are skilled people. Law should be changed . There should be direct law degree after High school. Every body in India should know law.',b'jskparabrahmam',2020-09-29 07:16:55,education
67,"b""@praveesh123 @SaffronforTS @SatyaPeddapelli @KTRTRS @kishanreddybjp @TelanganaCMO It is quiet obvious that you don't want to take into consideration the impact of Corona  All you want is 1. Free water 2. Free Electricity 3. Free Food 4. Free Education 5. Free Transportation 6. Free House 7. Free Money 8Free Job 9. Free Free  Do you see what you are asking for?""",b'SatyaNatla',2020-09-29 01:53:04,education
68,b'@zckukatpally @KTRTRS @arvindkumar_ias @bonthurammohan @CommissionrGHMC Madam please try to get in to education department we may get to see some initiatives in government schools\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',b'venku0980',2020-09-28 17:42:41,education
69,"b'@sakethr67105066 @KTRTRS @TelanganaHealth @EduMinOfIndia @narendramodi @AmitShah @BabuNuvuBtechAh @jntu_hyderabad For jntu and for govt students life is not important, education is definitely imp but not more than students life  #canceljntuhexams  #studentslivesmatters  @ktr @SabithaindraTRS'",b'HarikaVemu29',2020-09-28 17:24:08,education
70,b'Hang with all #reservations in education system and kill the #educationsystem and #Students @KTRTRS @narendramodi @AmitShah @Swamy39 @RahulGandhi @INCIndiaLive #killthefuture #reservationagainstlives',b'KomuravelliRaj4',2020-09-28 17:22:24,education
71,b'@vineetaiirm @KTRTRS @TSEduDept @SabithaindraTRS @TelanganaCMO Education Department is of Government of Telangana. Government is a blatant Lier...',b'kcprau',2020-09-28 16:08:52,education
72,b'Making India 4.0 Ready \xf0\x9f\x87\xae\xf0\x9f\x87\xb3  \xe2\x9c\x85 Providing  Free 4.0 Education to children \xe2\x9c\x85 For 5th-10th class Students  Register on behalf of Child in need https://t.co/uPgoRZaapE  #Industry40 #india40 #iBHubs #education #apjabdulkalam @D_Roopa_IPS @amitabhk87 @JP_LOKSATTA @KTRTRS https://t.co/qUihbCPMpW',b'Suresh_LivHappy',2020-09-28 12:51:25,education
73,b'Day 21 of #DigitalGuru Time table for School Education classes. Watch #SchoolEducation @DDYadagiri  September 29 (Tuesday) from  10.30 am to 1pm @TelanganaCMO @TSEduDept @KTRTRS  @SabithaindraTRS https://t.co/AkeDQtUsNi',b'vramakanth3',2020-09-28 10:10:02,education
74,b'Day 25 of #DigitalGuru Time table for Intermediate Education classes. Watch #IntermediateEducation @DDYadagiri  September 29 (Tuesday) from  8 am to 10.30am and 3pm to 6pm.  @TelanganaCMO @TSEduDept @KTRTRS @SabithaindraTRS https://t.co/PQWvy1JYIc',b'vramakanth3',2020-09-28 10:05:24,education
75,"b""@anushabinny @KTRTRS @Sagar4BJP @Arvindharmapuri @RaoKavitha @MS4BJP @srikanthbjp_ @aruna_dk @team_sai @AerpulaVenkata @trspartyonline Egaaa asall mararuu...i think as we are living in a country called freedom for everyone i think this how we use our freedom..no minimum responsibility no Seriousness on education medication but ppl are very siruous on this unwanted things use for nothing..dear bro's think future https://t.co/5Fo7aCt6jW""",b'SureshB81727690',2020-09-28 04:59:38,education
76,"b'@SatyaNatla @SaffronforTS @SatyaPeddapelli @KTRTRS @kishanreddybjp @TelanganaCMO You got to the point.. Current rulers are the one who are whining just over the cable bridge, why not about public health&amp;education, roads, why should they wait until kids &amp;city residents get washed away in nalas and drains, do you know what was promised in 2016 GHMC manifesto ?'",b'praveesh123',2020-09-27 22:07:02,education
77,b'@examupdt Respected educational premier cheif @JNTU_HKA  @JNTUH  @KTRTRS  We students from telangana suffered alot due to pandamic and we are not in a Position to concentrate on education all of a sudden we again had a pressure to clear backlogs followed by present semister exams',b'Junaidsyed764',2020-09-27 07:01:03,education
78,b'Respected educational premier cheif @JNTU_HKA  @JNTUH  @KTRTRS  We students from telangana suffered alot due to pandamic and we are not in a Position to concentrate on education all of a sudden we again had a pressure to clear backlogs followed by present semister exams',b'Junaidsyed764',2020-09-27 06:57:50,education
79,"b""Dear sir @KTRTRS @KTRoffice @SabithaindraTRS @TelanganaCMO @SonuSood  I'm the student of diploma in computer engineering.I would like to inform you that sbtet (state board of technical education and training) of TELANGANA had communicated a notification on regular and supplies.""",b'nameishruthik',2020-09-27 03:04:09,education
80,"b'@puvvada_ajay @TelanganaCMO @KTRTRS @MinisterKTR @cdma @MC_Khammam @Collector_KMM Sir plese help by providing some books,to continuing my further, studies,i worked as a catering boy for continuing my education,due to lock down ,situation is very bad ,plese provide me some books plese for preparing compitattive exams'",b'NareshP43325838',2020-09-26 17:25:04,education
81,"b'@trspartyonline @KTRTRS @YadavTalasani @bonthurammohan There are so many failures in u r gobt .Doubt bed rooms City drainage improve.ents,electricity saying 24/7 but not happening ,roads in the state,education high  fee ,hospitals high fee ,No salary hikes to govt employees ,osmania hospital condition,failure to handle covid 19'",b'ashokbantu',2020-09-26 12:38:37,education
