,Tweet,User,createdTime,label
15,"['need', 'happen', 'need', 'divert', 'gangaj', 'pure', 'water', 'use', 'sanit', 'osmania', 'hospit', 'hussain', 'sagar', 'might', 'need', 'implement', 'lift', 'irrig', 'project', 'hyderabad', 'kaleswaram', 'contractor', 'need']",b'krisphant',2020-10-03 06:32:57,water
16,"['hi', 'ktr', 'sir', 'good', 'day..', 'drainage/rain', 'water', 'still', 'continu', 'flow', '2', 'day', 'rain', 'coloni', 'around', '200+', 'famili', ""'s"", 'stay', 'pleas', 'help', 'us', 'sir', 'thank']",b'RajeshK91462462',2020-10-03 06:27:42,water
17,"['know', 'elect', 'come', 'look', 'posit', 'news', 'real', 'may', 'happen', 'ideal', 'world', 'newspap', 'art', 'master', 'tr', 'fed', 'news', 'clean', 'hussian', 'sagar', '100', 'storey', 'build', 'around', 'tank', 'bund', 'coconut', 'water', 'like', 'qualiti', 'hussain', 'sagar']",b'anilbatchu',2020-10-03 05:01:43,water
18,"['sir', 'face', 'water', 'problem', 'sinc', 'two', 'month', 'nobodi', 'respond', 'pleas', 'solv', 'problem', 'pay', 'water', 'bill', 'time', 'address', 'street', '4', 'kranthi', 'nagar', 'karmanghat']",b'Raghu25207711',2020-10-03 03:59:21,water
19,"['pristin', 'hussain', 'sagar', 'soon', 'hmda', 'plan', 'instal', 'boom', 'barrier', 'prevent', 'float', 'trash', 'water', 'bodi']",b'HiHyderabad',2020-10-03 03:01:06,water
20,"['thank-you', 'bring', 'problem', 'sinc', 'age', 'wz', 'also', 'amp', 'ownership', 'restor', 'road', 'cut', 'amp', 'repair', 'never', 'prioriti', 'water', 'work', 'amp', 'agenc', 'amp', 'citizen', 'plead', 'converg', 'meet', 'task', 'order']",b'asinha',2020-10-03 02:56:49,water
21,"['boom', 'barrier', 'anoth', 'step', 'make', 'hussain', 'sagar', 'pristin', 'hmda', 'plan', 'instal', 'boom', 'barrier', 'prevent', 'float', 'trash', 'water', 'bodi']",b'NKB_TRS',2020-10-02 22:14:48,water
22,"['although', 'team', 'came', 'clear', 'twice', 'vain', 'water', 'get', 'stagnant', 'hope', 'awar', 'repercuss', 'request', 'give', 'perman', 'solut', 'avoid', 'damag']",b'GRaghuveer',2020-10-02 18:52:05,water
23,"['get', 'municip', 'water', 'altern', 'day', '10pm', 'sometim', 'even', 'midnight', '12.', 'request', 'releas', 'water', '8pm.area-', 'indiranagar', 'jiyaguda']",b'SrikanthDyapa23',2020-10-02 16:38:17,water
24,"['sir', 'sewag', 'water', 'come', 'earth', 'pleas', 'someth', 'thank', 'advanc']",b'AdamEvesFamily',2020-10-02 16:07:26,water
25,"['sir..', ""'s"", '8', 'day', '..', 'societi', 'dirti', 'smell', 'drainag', 'water', 'opposit', 'home', 'babi', 'girl', 'taken', 'birth', '15', 'day', 'small', 'infant', 'area', 'small', 'kid', 'face', 'health', 'issu', 'pleas', 'help..', 'allah', 'waast', 'pleas', 'help']",b'SRKapadia7',2020-10-02 14:37:33,water
26,"['even', 'water', 'continu', 'come', 'near', 'ventur', 'broken', 'wall', 'pass', 'water', 'ventur', 'pless', 'help', 'us', '..']",b'SRKapadia7',2020-10-02 14:32:53,water
27,"['pleas', 'help', 'bad', 'situat', 'past', '8', 'day', 'metro', 'citi', 'phase', 'iv', 'balapur', 'hyd', 'area', 'full', 'fill', 'flood', 'water', 'get', 'dirti', 'amp', 'stinki', 'one', 'attend', 'complaint', 'shown', 'respons', 'remov', 'flood', 'water', 'children', 'face', 'health', 'problem', 'amp', 'parent', 'pain']",b'SRKapadia7',2020-10-02 14:17:48,water
28,"['sir', 'sewag', 'water', 'come', 'earth', 'pleas', 'someth', 'thank', 'advanc']",b'AdamEvesFamily',2020-10-02 10:10:26,water
29,"['ghmc', 'water', 'depart', 'provid', 'good', 'servic', 'citizen', 'special', 'provid', 'road', 'water', 'suppli', 'chandul', 'baradari', 'coloni', 'besid', 'uph', 'centr', 'water', 'road', '6', 'yr', 'almost']",b'HamedWajihuddin',2020-10-02 09:07:40,water
30,"['day', '48', 'count', 'work', 'still', '3ft', 'drainag', 'water', 'still', 'stagnat', 'insid', 'hous', 'amp', 'whole', 'coloni', 'suffer', 'lot', 'diseas', 'caus', 'open', 'drainag', 'clear', 'water']",b'AshishK0119',2020-10-02 08:15:32,water
31,"['...', '494*', 'day', 'f/u', '-there', 'traffic', 'signal', 'water-tank', 'bu', 'stop', 'near', 'risala', 'bazar', 'prone', 'accid', 'pl', 'updat', 'date', 'signal', 'instal']",b'CIVILKHAN1',2020-10-02 07:36:16,water
32,"['drainag', 'water', 'flow', 'religi', 'place', 'road', 'amp', 'inform', 'regard', 'corpor', 'mr.sai', 'baba', 'past', 'one', 'year', 'respond', 'hope', 'quick', 'respons']",b'iamashwaqasshu',2020-10-02 06:21:03,water
33,"['water', 'suppli', 'shaikpet', 'madhura', 'hill', '6', 'day', 'surviv', 'like', 'water', 'problem', 'monsoon', 'also', 'pleas', 'help']",b'gennext007',2020-10-02 05:43:41,water
34,"['tweet', 'draw', 'atent', 'problem', 'water', 'line', 'lane', 'hafeezpet', 'aditya', 'nagar', 'lane', '17.', 'sinc', 'past', '4', 'month', 'noo', 'water', 'us', 'bill', 'come', 'evri', 'month', '620595517']",b'RahulSi77007830',2020-10-02 05:24:45,water
35,"['water', 'let', 'road', 'locat', 'near', 'auto', 'stand', 'venkateshwara', 'swami', 'templ', 'road', 'uppal', 'swaroop', 'nagar', 'date', '2nd', 'octob', '2020']",b'MangoMan____',2020-10-02 04:49:40,water
36,"['mobil', 'toilet', 'lie', 'garbag', 'mani', 'water', 'atm', 'instal', 'mani', 'use']",b'mdabdulsami11',2020-10-02 04:04:07,water
37,"['work', 'faulti', 'one', 'seem', 'compromis', 'qualiti', 'either', 'filthi', 'water', 'live', 'worm', 'liter', 'builder', 'play', 'live', '1000', 'flat']",b'vkchepyala',2020-10-02 03:30:39,water
38,"['thank', 'lot', 'zc', 'mam', 'alwal', 'engg', 'team', 'hope', 'see', 'beauti', 'foot', 'path', 'soon', 'kindli', 'consid', 'integr', 'storm', 'water', 'drainag', 'kompal', 'bolaram', 'fp', 'wise', 'fp', 'could', 'wash', 'away', 'like', ""'s"", 'happen', 'elsewher', 'kindli', 'take', 'note']",b'DasKuntam',2020-10-02 01:41:31,water
39,"['drink', 'water', 'suppli', 'time', '11pm', 'sagar', 'societi', 'water', 'leak', 'everytim', 'onto', 'road', 'near', 'turn', 'excel', 'media', 'blind', 'corner', 'steep', 'slope', 'safeti', 'concern', 'issu', 'wast', 'resourc']",b'AbhinavIruvanti',2020-10-01 18:36:16,water
40,"['gener', 'remedi', 'leav', 'first', '20', 'minut', 'water', 'suplli', 'wast', 'garden', 'road', 'take', 'clean', 'water', 'forc', 'suppli', 'genner', 'practic', 'citi', 'cauus', '40', '%', 'water', 'wste', '60', '%', 'revenu', 'wast', 'hmwssb']",b'HydWatch',2020-10-01 17:39:44,water
41,"['water', 'suppli', 'shaikpet', 'last', '3', 'days.i', 'complaint', 'sever', 'time', 'let', 'us', 'know', 'water', 'releas', 'earlier', 'issu', 'summer', 'someon', 'clearli', 'job']",b'4khilesh',2020-10-01 16:44:43,water
42,"['water', 'suppli', 'shaikpet', 'area', 'past', '3', 'day', 'pleas', 'look', 'matter', 'asap']",b'kkirthna',2020-10-01 16:41:10,water
43,"['water', 'pipe', 'burst', '3', 'day', 'ago', 'near', 'konark', 'hospit', 'jeedimetla', 'villag', 'inspir', 'complain', 'twice', 'action', 'taken', 'request', 'author', 'interven', 'caus', 'accid', 'busi', 'road', 'also', 'loss', 'water']",b'Kalyansclass1',2020-10-01 14:43:16,water
44,"['termin', 'id-', 'a2970', 'water', 'sinc', '3', 'day', 'pleas', 'revert']",b'AlfredFrancis',2020-10-01 13:35:17,water
45,"['sir', 'fine', 'rs', '1', 'lakh', 'leav', 'water', 'road', 'side', 'mani', 'complaint', 'respons', 'request', 'unbiasli', 'take', 'action', 'neglig', 'ignor', 'public', 'safeti']",b'pravin_mudiraj',2020-10-01 09:46:07,water
46,"['req', 'pleas', 'complet', 'valv', 'fixat', 'work', 'asap', 'pit', 'fill', 'drainag', 'water', 'drink', 'water', 'pipe', 'also', 'might', 'mix', 'also', 'pit', 'close', 'hous', 'wall', 'dampen', 'wall', 'basement']",b'AGauripaga',2020-10-01 09:09:45,water
47,"['sir', 'sincer', 'reqst', 'u', 'resolv', 'drainag', 'issu', 'st', 'ali', 'ngr', 'clni', 'noorkhan', 'bzr', 'drainag', 'water', 'street', 'perman', 'solut', 'need', 'complaint', 'condit', 'close', 'amp', 'v', 'hv', '270920989286']",b'AdamEvesFamily',2020-10-01 08:42:45,water
48,"['47', 'day', 'amp', 'count', 'still', 'respit', 'mithilanagar', 'stagnat', 'drainag', 'water', 'seem', 'progress', 'work', 'thank', 'show', 'concern', 'plz', 'interven']",b'AshishK0119',2020-10-01 07:07:53,water
49,"['enorm', 'live', 'exampl', 'b', 'seen', 'limit', 'road', 'pathet', 'condit', 'fine', 'ok', 'aleast', 'sensibl', 'reason', 'water', 'wast', 'here..']",b'Ahsn124',2020-10-01 07:04:03,water
50,"['drianoverflow', 'past', '10', 'days.sever', 'token', 'log', 'action', 'taken.worst', 'part', 'author', 'close', 'token', 'without', 'rectifi', 'issu', 'token', 'water', 'float', 'roads.thx']",b'alkuchi',2020-10-01 06:34:57,water
51,"['mr.vinod', '2', 'manhol', 'cap', 'thank', '1st', 'manhol', 'near', 'poorna', 'hotel', 'overflow', 'stink', 'drain-wat', 'someth', 'block', 'outflow', 'within', 'unless', 'insid', 'system', 'drain', 'repair', 'use', 'cap', 'hole', 'hope', 'offic', 'attend']",b'meatwitta',2020-10-01 06:22:11,water
52,"['leader', 'encourag', 'encroach', 'crib', 'water', 'log', 'sir', 'someon', 'listen', 'sir', 'pleas', 'look']",b'mkrishnakiran',2020-10-01 05:30:56,water
53,"['water', 'pipe', 'leak', 'water', 'float', 'road', 'morn', 'one', 'came', 'repair', 'one', 'stop', 'water', 'suppli', 'pipe', 'stope', 'leakag']",b'DRGBALAKRISHNA3',2020-10-01 04:57:43,water
54,"['thing', 'continu', 'get', 'wors', 'dammaiguda', 'amp', 'surround', 'due', 'toxic', 'leachat', 'pollut', 'air/wat', 'jawaharnagar', 'dumpyard', 'lakh', 'resid', 'within', '10km', 'radiu', 'constant', 'tweet', 'resid', 'one', 'soul', 'care']",b'sanegent11',2020-09-30 19:59:39,water
55,"['water', 'sinc', 'twoday', 'hmt', 'satavahana', 'nagar', 'kphb', 'reason', 'resum']",b'inavoluvishnu',2020-09-30 17:27:23,water
56,"['road', 'cosnstruct', 'contractor', 'dprtment', 'complet', 'ignor', 'side', 'rainwat', 'run', 'channel', 'storm', 'water', 'provis', 'suitabl', 'slope', 'road', 'construcitn', 'repeat', '1000', 'crore', 'daili', 'spent', 'repair', '-need', 'complet', 'overhaul']",b'HydWatch',2020-09-30 17:20:10,water
57,"['ghmc', 'build', '472', 'storm', 'water', 'drain', 'across', 'citi']",b'TheSiasatDaily',2020-09-30 17:00:05,water
58,"['worst', 'drink', 'water', 'atleast', 'bjp', 'help', 'tr', 'corpor', 'look', 'issu', '2', 'year', 'complaint']",b'sureshmatta',2020-09-30 16:42:02,water
59,"['everi', 'time', 'regret', 'get', 'tweet', 'pathet', 'perform', 'offici', 'dont', 'ghmc', 'offic', 'feel', 'fix', 'problem', 'till', 'today', '9/30', 'drainag', 'water', 'flow', 'road', 'offici', 'left', 'flow', 'way']",b'SocialLense',2020-09-30 14:47:21,water
60,"['rain', 'water', 'stagnat', 'drainag', 'manhol', 'clog', 'rain', 'water', 'unabl', 'pass', 'infornt', 'home', 'rais', 'grivenc', 'receiv', 'respons', 'said', 'sinc', 'rainwat', 'reach', 'ghmc', 'need', 'help', 'rainwat', 'free', 'flow']",b'PVattumilli',2020-09-30 13:29:11,water
61,"['maam', 'noth', 'policit', 'here-been', 'live', 'hyd', '8', 'year', 'still', 'reli', 'bore', 'amp', 'tanker', 'water', 'place', 'like', 'pbel', 'citi', 'amp', 'year', 'win', 'india', ""'s"", 'liveabl', 'tag', 'absurd', 'let', 'hypocrit', 'one', 'must', 'learn', 'learn', 'lot', 'tackl', 'crime', 'ts']",b'jainchirag',2020-09-30 12:34:33,water
62,"['protest', 'outsid', 'ghmc', 'lb', 'nagar', 'zonal', 'commission', 'offic', 'regard', 'recent', 'flood', 'water', 'log', 'gaddiannaram.given', 'represent', 'zonal', 'commission', 'solv', 'problem', 'soon', 'possibl']",b'baddamprem',2020-09-30 11:34:44,water
63,"['sir', 'parti', 'rule', 'conton', 'board', 'face', 'water', 'shortag', 'wards.w', 'get', 'water', 'twice', 'week', 'summer', 'sever', 'pleas', 'look', 'issu', 'amp', 'solv', 'water', 'problem', 'ghmc', 'getng', 'scb', 'getng']",b'ssk_kumar9',2020-09-30 07:54:38,water
64,"['khajaguda', 'road', 'drain', 'work', 'left', 'incomplet', 'sinc', 'month', 'water', 'accumul', 'road', 'due', 'drain', 'sidewalk', 'green', 'belt', 'complet']",b'urban_lens',2020-09-30 07:00:37,water
65,"['myghmc', 'app', 'ref', 'id', '080820918263', 'close', 'state', 'address', 'overflow', 'drainag', 'water', 'construct', 'step', 'toward', 'perman', 'solut']",b'sai_koushika',2020-09-30 05:03:55,water
66,"['worst', 'drink', 'water', 'pl', 'help', 'gopanp', 'quarter', 'gachibowli', 'setilingamp']",b'sureshmatta',2020-09-30 02:11:59,water
67,"['let', 'father', 'son', 'drink', 'coconut', 'water', 'live', 'demonstr', 'telecast', 'magic', 'skill']",b'balaji_nagala',2020-09-30 02:05:06,water
68,"['daili', 'drink', 'water', 'still', 'water', 'bodi', 'fill', 'frequent', 'last', '6', 'year', 'past', 'thought', 'world', 'class', 'citi']",b'PunreddyB',2020-09-30 01:47:21,water
69,"['inconveni', 'regret', 'stretch', 'leftov', 'due', 'lay', 'storm', 'water', 'drain', 're-carpet', 'road', 'stretch', 'alreadi', 'plan', 'due', 'continu', 'rain', 'work', 'get', 'delay', 'monsoon', 'team', 'attend', 'water', 'stagnat', 'complaint', 'regularli']",b'GHMC_AE_Ward79',2020-09-30 01:47:01,water
70,"['need', 'learn', 'believ', 'ktr', 'respons', 'old', 'citi', 'ktr', 'tri', 'restor', 'neglect', 'past', '70', 'year', 'construct', 'hous', 'water', 'drainag', 'amp', 'think', 'fashion', 'blame', 'tr', 'everyth']",b'SatyaNatla',2020-09-30 00:39:48,water
71,"['due', 'open', 'manhole/drainage.', 'water', 'get', 'revers', 'home', '...', '..', 'till', 'regist', '6-7', 'complaint', '...', 'work', 'done', 'without', 'perman', 'solution..w', 'face', 'lot', 'problem', 'pungent', 'smell', 'ghmc', 'rajendranagar', 'x', 'road']",b'SKAAMER17',2020-09-29 19:15:26,water
72,"['spent', 'still', 'spend', 'one', 'tell', 'becom', 'world', 'class', 'citi', 'traffic', 'jam', 'water', 'lag', 'pothol', 'road']",b'raosandeepj',2020-09-29 17:57:36,water
73,"['see', 'condit', 'road', 'railway', 'track', 'sangeet', 'jn', 'taranaka.train', 'clean', 'water', 'fall', 'top.vehicl', 'slip', 'peopl', 'fall']",b'ExpressChannel7',2020-09-29 16:29:58,water
74,"['sir', 'harihara', 'puram', 'coloni', 'bn', 'reddi', 'divis', 'immers', 'chest', 'level', 'flood', 'water', 'last', '4', 'day', 'repriev', 'elderli', 'sick', 'children', 'kindli', 'need', 'urgent', 'attent', 'civic', 'bodi']",b'HariRed54391605',2020-09-29 14:38:35,water
75,"['thank', 'ghmc', 'entamolog', 'alwal', 'team', 'good', 'job', 'done', 'continu', 'wherev', 'water', 'stagnat', 'point', 'coloni', 'new', 'bolarum', 'area']",b'simhadribolarum',2020-09-29 12:57:27,water
76,"['happen', 'mithilanagar', 'navodaya', 'coloni', 'near', 'meerpet', 'past', '10', 'day', 'whole', 'coloni', 'knee', 'deep', 'water', 'coordin', 'differ', 'depart', 'let', 'water', 'go', ""'s"", 'happen', 'see', 'tv9', 'news']",b'pavanamar554',2020-09-29 11:52:18,water
77,"['contini', 'rain', 'water', 'log', 'seriou', 'problem', 'seriou', 'action', 'plan', 'requir', 'resolv']",b'pravin_mudiraj',2020-09-29 11:22:51,water
78,"['today', 'team', 'check', 'water', 'stagnat', 'pot', 'remov', 'gajularamaram']",b'AE_Gajulramaram',2020-09-29 10:21:38,water
79,"['sir', 'recent', 'drink', 'water', 'pipelin', 'leakag', 'attend', 'hmwssb', 'dept', 'instruct', 'crmp', 'agenc', 'clear', 'site', 'attend', 'patch', 'work']",b'AE_Balanagar',2020-09-29 09:14:26,water
80,"['sewer', 'water', 'flow', 'continu', '4', 'day', 'rd', '86', 'frnt', 'plot', '534', '461.', 'film', 'nagar', 'rd', 'damag', 'also', 'caus', 'health', 'issues.th', 'problem', 'recur', 'find', 'perman', 'solut', 'plshelp']",b'ikrammohiuddin2',2020-09-29 08:05:24,water
81,"['larva', 'control', 'spl', 'drive', 'done', 'team', 'area', 'spray', 'stagnant', 'water', 'help', 'resid', 'lot', 'keep', 'diseas', 'like', 'dengu', 'away', 'keep', 'good', 'work', 'thankyou']",b'NewBolarum',2020-09-29 07:58:29,water
82,"['alreadi', 'spoke', 'vinod', 'ravi', 'aswel', 'action', 'taken', 'yet', 'inform', 'take', 'one', 'month', 'time', 'provid', 'new', 'line', 'connect', 'affect', 'hous', 'lane', 'matter', 'concern', 'water', 'done', 'prioriti', 'request', 'offici']",b'AzharMo14459134',2020-09-29 07:46:41,water
83,"['hello', 'sir', 'still', 'work', 'face', 'problem', 'water', 'sir', 'pleas', 'help', 'us', 'solv', 'water', 'problem', 'lane']",b'AzharMo14459134',2020-09-29 06:37:00,water
84,"['9701227267', 'hous', '1-7-139/72/a/1', 'near', 'water', 'tank']",b'aryan66',2020-09-29 05:54:18,water
85,"['swacch', 'namskaram', 'check', 'storag', 'contain', 'cleanli', 'fresh', 'water', 'tightli', 'mosquito', 'life', 'cycl', 'team', 'entomolog']",b'AE_Gajulramaram',2020-09-29 05:48:34,water
86,"['would', 'appreci', 'send', 'mansoon', 'team', 'clear', 'water', 'logging..']",b'HarishKumarDaga',2020-09-29 03:31:23,water
87,"['sir', 'water', 'fill', 'cellar', 'pl', 'help', 'us', 'viratnagar', 'karmanghat', 'hno', '8-3-1/le/25', 'lakshmi', 'enclav', 'mobil', '9392485440', '040', '2980', '6440']",b'IndianW54927419',2020-09-29 02:52:44,water
88,"['sincer', 'attempt', 'made', 'govt', 'suppli', 'daili', 'drink', 'water', 'citi', 'even', 'though', 'fortun', 'water', 'sourc', 'fill', 'frequent', 'ever', 'past', 'realiti', 'matter', 'much', 'anyth']",b'PunreddyB',2020-09-29 00:26:17,water
89,"['sewerag', 'water', 'street', 'pleas', 'help', 'complaint']",b'AdamEvesFamily',2020-09-28 18:51:47,water
90,"['pleas', 'initi', 'one', 'behind', 'hous', 'flow', 'drainag', 'water', 'enter', 'one', 'home', 'plot', 'n', '2', 'water', 'stagnat', 'lot', 'mani', 'mosquito', 'danger', 'spice', 'gener', 'due', 'pleas', 'look', 'sir', 'pleas', 'initi']",b'sagar_civileng',2020-09-28 17:19:00,water
91,"['road', 'front', 'sridhar', 'coloni', 'jillelguda', 'mc', 'liter', 'becom', 'huge', 'pond', 'dirti', 'sewag', 'water', 'even', 'littl', 'rain', 'everytim', 'peopl', 'r', 'blind', 'issu', 'amp', 'pass', 'thru', 'unhygien', 'water', 'daili', 'long', 'hv', 'suffer', 'like', '1/2']",b'me_akaash',2020-09-28 16:34:28,water
92,"['watch', 'pain', 'ladi', 'flood', 'effect', 'coloni', 'ghmc', 'gaddiannaram', 'divis', 'local', 'author', 'amp', 'public', 'repres', 'complet', 'fail', 'provid', 'basic', 'need', 'like', 'drink', 'water', 'amp', 'electr']",b'baddamprem',2020-09-28 16:26:55,water
93,"['dear', 'sir', 'plot', 'locat', 'ward', 'no.11', 'ghatkesar', 'municip', 'municip', 'drainag', 'water', 'releas', 'plot', 'caus', 'inconveni', 'near', 'peopl', 'action', 'taken', 'far']",b'Pankajk75',2020-09-28 15:56:21,water
94,"['sir', 'pl', 'respons', 'issu', 'last', 'one', 'month', 'r', 'live', 'drane', 'water.pl', 'help', 'us', 'clean', 'toom.wat', 'level', 'increas', 'sir', 'mani', 'time', 'tweet', 'issu', 'pl', 'respond.pl', 'help']",b'SiliveruNarsin1',2020-09-28 15:12:28,water
95,"['sir', 'need', 'immedi', 'instal', 'streetlight', 'face', 'nuisanc', 'gather', 'becom', 'spot', 'smoke', 'drink', 'request', 'pleas', 'take', 'immedi', 'action', 'locat', 'near', 'water', 'tank', 'risalagadda', 'musheerabad']",b'aryan66',2020-09-28 14:21:18,water
96,"['rain', 'water', 'satir', 'stanc', 'local', 'citi', 'minist']",b'kcprau',2020-09-28 13:41:51,water
97,"['lake', 'nearbi', 'bless', 'howev', 'indol', 'babu', ""'s"", 'govt', 'disguis', 'complaint', '16/07/2020', 'fix', 'manhol', 'issu', 'sewerag', 'water', 'come', 'barlakunta', 'lake', 'gachibowli', 'pl', 'act']",b'haranakhtar',2020-09-28 11:36:32,water
98,"['tini', 'water', 'bodi', '100', 'mtr', 'condit', 'habit', 'anywher', 'closer', 'look', 'like', 'student', 'go', 'stroll', 'dump', 'garbag']",b'ApnaSecbad',2020-09-28 11:29:18,water
99,"['problem', 'water', 'log', 'local', 'hous', 'number', '22-2-361', 'hussaini', 'mohallah', 'noor', 'khan', 'bazaar', 'dabeerpura', 'divis', 'everi', 'raini', 'season', 'due', 'rainfal', 'water', 'block', 'sewerag', 'pipe', '1/2']",b'GrievancePublic',2020-09-28 11:23:26,water
100,"['everi', 'residenti', 'terrac', 'water', 'come', 'road', 'result', 'resid', 'connect', 'terrac', 'water', 'pipe', 'drainag']",b'ReddyRavikanthh',2020-09-28 11:19:49,water
101,"['locat', 'afzalgunj', 'near', 'osmania', 'hospit', 'miser', 'condit', 'water', 'log', 'front', 'shop', 'caus', 'lot', 'inconveni', 'commut', 'road', 'kindli', 'solv', 'person']",b'abdul_rahamans',2020-09-28 11:13:23,water
102,"['sir', 'hous', 'hous', 'anti', 'larval', 'oparest', 'allwyn', 'coloni', 'last', 'bu', 'stop', 'hut', 'gudiselu', 'water', 'stagnat', 'point', 'remov', 'water', 'mosquito', 'larval', 'found']",b'narsimha_doddi',2020-09-28 10:17:55,water
103,"['take', 'immedi', 'action', 'heavi', 'water', 'flow', 'particular', 'area..']",b'BiderkotaNaresh',2020-09-28 09:28:28,water
104,"['heavi', 'rain', 'fall', 'hyderabad', 'putlibowi', 'gowliguda', 'water', 'stand', 'way', 'go', 'water', 'request', 'drainagewat', 'also', 'come', 'request', 'sir', 'plz', 'someth']",b'SHAIKMO92160634',2020-09-28 09:07:14,water
105,"['someth', 'like', 'happen', 'everi', 'year', '...', 'there', 'action', 'taken', '...', 'time', 'worst..', '4feet', 'water', 'hous']",b'KulkarniSripad',2020-09-28 07:32:20,water
106,"['situat', 'greenpark', 'coloni', 'karmanghat', 'saroornagar', 'even', '3', 'day', 'rain', 'pay', 'tax', 'allow', 'drainag', 'water', 'flow', 'near', 'hous', 'situat', 'everi', 'time', 'peopl', 'respond', 'expect']",b'manideepreddy21',2020-09-28 03:08:18,water
107,"['sweag', 'water', 'flow', 'busi', 'road', 'masjid', 'banda', 'near', 'sumadura', 'hdfc', 'also', 'templ', 'near', 'risk', 'health', 'issu', 'urgent']",b'rajmahendrar',2020-09-28 02:12:55,water
