,Tweet,User,createdTime,label
12,"@Eatala_Rajender @EATALAOffice @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-20 12:34:04,economy
13,@kochattil @SandeepCh97 @KTRTRS @narendramodi @bandisanjay_bjp Now it's global economy for local development.for better standard of living for present citizens. Trust we agree we haven't learnt from years of rainfall and bad road and death in open nala .,b'hari9w',2020-11-20 10:54:28,economy
14,@KTRTRS Then why are poking up unnecessary issues like Chinese aggression in the GHMC context.  And your father's ridiculous false narratives on GDP. Educate your father first.,b'krishna4saffron',2020-11-20 10:44:11,economy
15,"@KTRTRS Minister Garu, Below are few baseless ones in case  you missed during extensive covid n flood ""Management"". Who said 🇮🇳 muslim citizens would lose citizenship with CAA. Who said 🇧🇩 GDP is more than 🇮🇳.  Who's parroting pak as though Masood phoned him. Have a realty check sir.",b'chandu3211',2020-11-20 10:11:56,economy
16,"@TelanganaCMO @narendramodi Firstly to be focused on our State Govt Recruitments... No new Jobs notifications after 2nd terms of Telangana Formation Most of the jobs notifications are pending at @TSPSCofficial from many years after approval from finance dept, who is stopping that? Y wantedly delaying??",b'ameeruddin1992',2020-11-20 08:47:33,economy
17,Hi @SonuSood @KTRTRS Sir’s my friends daughter who is just 2.5 years old has been detected with blood cancer and is admitted in citizen hospital. The doctor’s said the treatment might take 2 months. We are trying for funds but the family requests for financial support pls help🙏🏻 https://t.co/QnV0nqUVuW,b'sharry_zak',2020-11-20 07:37:02,economy
18,"@KTRTRS @KTRoffice Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-20 07:18:39,economy
19,"@TelanganaCMO @KTRTRS @RaoKavitha @trspartyonline Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-20 07:18:13,economy
20,"@Eatala_Rajender @TelanganaHealth @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-20 07:18:01,economy
21,"@TelanganaGuv @DrTamilisaiGuv @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: +91 9502008874",b'SaikatRanchi',2020-11-20 07:17:48,economy
22,#GHMCElections2020 @DayakarRao2019 @trsharish Financial state of #Telangana made it bankrupt @sravandasoju @VamsiChandReddy @Arvindharmapuri @SampathKumarINC @rakeshreddybjp @revathitweets @TeenmarMallanna @ProfKodandaram @K_Nageshwar @RaoMlc @Paul_Oommen https://t.co/jUbOzzPqal,b'yngrblajay',2020-11-20 07:04:24,economy
23,#Media: Bizz Buzz English financial daily e-paper launched by Hyderabad Media House Limited (HMHL) @KTRTRS @TheHansIndiaWeb  #DIgital #Epaper #government #economic #Growth #Financial  Read more at https://t.co/cselOPz40Y https://t.co/MGsxVVbB5x,b'goskribe',2020-11-20 06:43:09,economy
24,@BJP4Telangana @trspartyonline @KTRTRS GDP of India is in Negative. Modi and BJP destroyed Indian economy.,b'Rocky1878406426',2020-11-20 05:56:47,economy
25,#HyderabadWithTRS City of Pearls  Development in 6yrs Rule of #TRSGovt  👉 IT Hub 👉 Infra Hub 👉 Pharma City 👉 R&amp;D Centres  👉 Financial Hub 👉 Roads &amp; Connectivity  #VoteForCar 🚘  @KTRTRS sir @Babafasiuddin garu @kishorgoudtrs anna @dcstunner999 anna  https://t.co/MvuhU75qom,b'Sandeep_737',2020-11-20 05:54:33,economy
26,@manickamtagore @RaoKavitha  This shows different between counselling and management seat😏 @INCTelangana is not against financial benefits to ppl. It only oppose the wrong claims of @trspartyonline  Can @RaoKavitha or twitter minister  @KTRTRS can  be accountable for money distributed till now? https://t.co/dG1dhWosP8,b'SDR_NAIDU',2020-11-20 03:56:44,economy
27,"@TelanganaCMO @DayakarRao2019  @KTRTRS  @VSrinivasGoud  @SingireddyTRS  @IKReddyAllola  @SabithaindraTRS  @SmitaSabharwal  Govt not releasing Money to the works completed in Palle Pragathi like Vykuntadamam, Parks to Sarpanches.They r in financial mess&amp; some committed suicide.Release funds. https://t.co/IosPXPAARO",b'Venkate60140230',2020-11-20 03:44:37,economy
28,"Dear #KCR, Country needed you to talk when #NarendraModi govt utterly failed in  1) Demonitization 2) GST 3) Covid19 4) Migrant Crisis 5)Economy  Now you started talking because, #BJP started growing in #Telangana . So opportunistic you are! @KTRTRS #TRS #GHMCElections2020",b'IMpradheep',2020-11-20 03:42:14,economy
29,@trspartyonline @KTRTRS @TelanganaCMO  @DayakarRao2019  @KTRoffice  @BTR_KTR  @SingireddyTRS  @VSrinivasGoud  @KonathamDileep  Govt not releasing funds for the Development Works done in Palle Pragathi. Sarpanches are in financial trouble &amp; some died by suicide.Release Money &amp; save lives in Villages. https://t.co/8qvyVBtyBY,b'Venkate60140230',2020-11-20 03:38:49,economy
30,@hanmireddy What were they doing for a month!!  Oh man there isn't a secretariat building available to get the meeting scheduled on fire fight case running short of finance is real reason let @trsharish release financial stats of #Telangana #GHMCElections2020,b'yngrblajay',2020-11-20 02:07:15,economy
31,"Centre choking PSUs to death, says Harish Rao  BJP, which had promised one crore jobs every year after coming to power, was implementing a disinvestment plan privatising several public sector giants, said Finance Minister @trsharish @KTRTRS #HyderabadWithTRS #Hyderabad https://t.co/d7WW781chs",b'NKB_TRS',2020-11-19 21:52:56,economy
32,The Projected GDP growth for all the nations by #IMF India is projected to grow at 8.8% in 2021 financial year  But our @TelanganaCMO #KCR who read 70k+ books has ranted that Bangladesh &amp; Srilanka's GDP is greater 😂🍺  Vote for @BJP4Telangana  #GHMC2020   https://t.co/HGCzEEKzm6 https://t.co/FFqAOVnQ4k,b'Rahul_thakur8',2020-11-19 11:33:42,economy
33,@bandisanjay_bjp @narendramodi @TelanganaCMO Kcr spoiled TS economy  From  a surplus state To Bheeraru state https://t.co/hq8o5PTFVu,b'SanathKumarRedd',2020-11-19 10:35:19,economy
34,"@Eatala_Rajender @EATALAOffice @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-19 09:57:33,economy
35,"@KTRTRS sir,my father is a retired employee of DRDA.and he is a victim of ngp virus(not getting pension) for the last 9 years.during this covid pandemic, our financial condition is worsened.sir, how long a person survive without any income to manage his family and health.",b'dcshekher',2020-11-19 09:25:44,economy
36,"₹10,000 financial assistance to the flood affected people is one of the biggest relief operations by any State Govt of India ! 👏🏻  This helped directly to a whooping 4,75,781 families in cash ! @KTRTRS @Trspartyonline  #HyderabadWithTRS #VoteForTRS @BTR_KTR @ysathishreddy https://t.co/orgqKYOBzK",b'narasimhabegar2',2020-11-19 08:50:38,economy
37,"₹10,000 financial assistance to the flood affected people is one of the biggest relief operations by any State Govt of India ! 👏🏻  This helped directly to a whooping 4,75,781 families in cash ! @KTRTRS @Trspartyonline  #HyderabadWithTRS #VoteForTRS https://t.co/ViX2ZYpHXL",b'ysathishreddy',2020-11-19 08:47:36,economy
38,"@KTRTRS GDP in Bangladesh is expected to reach 275.00 USD Billion by the end of 2020,India is the fastest-growing trillion-dollar economy in the world and the fifth-largest overall, with a nominal GDP of $2.94 trillion. India has become the fifth-largest economy in 2019.",b'focusonprocess',2020-11-19 08:20:26,economy
39,"@KTRTRS @KTRoffice Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-19 07:49:09,economy
40,"@TelanganaCMO @KTRTRS @RaoKavitha @trspartyonline Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-19 07:48:42,economy
41,"@Eatala_Rajender @TelanganaHealth @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-19 07:48:32,economy
42,"@TelanganaGuv @DrTamilisaiGuv @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: +91 9502008874",b'SaikatRanchi',2020-11-19 07:48:19,economy
43,"@KTRTRS respected sir, what happened about outsourcing employees regularisezation in telangana , AP is giving good salaries to outsourcing employees, telangana financial is better than AP , people hope has changed to support trs , #Telangana #Manifesto",b'kj8718095',2020-11-19 06:54:49,economy
44,@D_SudheerReddy @trspartyonline @KTRTRS We want to develop  But how there is so many economy theories in books and economic fellows in our state please dauachesi Telangana nu aapula palu cheyakandi ma dagara money levu kantadataniki sir,b'Anil89702453',2020-11-19 05:27:13,economy
45,@SatyaKsp @Vidyasagarrao_K @KTRTRS @Koppulaeshwar1 @trspartyonline @bonthurammohan This is what you As hole did to our economy Chama bhadve https://t.co/tIMFWo4CJI,b'FlashIndian',2020-11-19 05:22:28,economy
46,"@TeenmarMallanna @bandisanjay_bjp @Arvindharmapuri @BJP4Telangana @narendramodi @PMOIndia @KTRTRS  Just have a look at the GDP of India, Bangladesh and Srilanka and listen to  KCR about GDP of India. https://t.co/WygXBSO2X7",b'KambampatiP',2020-11-19 05:11:23,economy
47,"@RaoKavitha @KTRTRS Akka I got 91% in O.U Degree, My father passed away Recently. Due to financial problems I am not able to continue my studies I want to complete my PGDM .please help me Akka.  Just Bcas of iam Velama community plz don't ignore my post 🙏 https://t.co/9IsPQkso4s",b'venkatnaini9',2020-11-19 04:24:02,economy
48,"#TRS Chief and #Telangana CM #KCR another salvo on #BJP Govt- ’Bangladesh GDP is more than India’s GDP, This is #NarendraModi ’Pragati’.  Says if Modi continues ’Nepal will also surpass us, I guarantee you.’ #GHMCElections2020 @trspartyonline @TelanganaCMO https://t.co/LDScpvQkNh",b'MohdAhmedAIMIM',2020-11-19 04:01:04,economy
49,@KTRTRS @PMOIndia @TexMinIndia @TexComIndia @smritiirani @kishanreddybjp @DrTamilisaiGuv @TelanganaCMO @MinisterKTR @bandisanjay_bjp @Arvindharmapuri @Collector_WGLU @PIBTextiles As per the trailing message &amp; according to the attachment of news article (19-11-2020); The concerned respected handloom weavers may have to get swift subsidies of finance &amp; marketing to get sustainable growth for their products🙏 @DrShantaThoutam @MC_GWMC https://t.co/FhglP8oZO0,b'Velide_Anand',2020-11-19 03:21:57,economy
50,"Aid might be delayed for a few but will not be denied  Over ₹475 Cr distributed to 4 Lakh+ families (₹10,000 each) so far. Another 1.65 Lakh applied through MeeSeva. All eligible &amp; affected families will receive the financial assistance!  #HyderabadWithTRS #VoteForCar @KTRTRS https://t.co/q1AjZZtM7a",b'PuttaVishnuVR',2020-11-19 03:19:34,economy
51,Bhai @KTRTRS can You give some gyan on GDP stats to CM Kcr garu https://t.co/7cwOeMoo04,b'arun4Bharath',2020-11-19 03:15:35,economy
52,"#TRS Chief and #Telangana CM #KCR another salvo on #BJP Govt- ’Bangladesh GDP is more than India’s GDP, This is #NarendraModi ’Pragati’.  Says if Modi continues ’Nepal will also surpass us, I guarantee you.’ #GHMCElections2020 @trspartyonline @TelanganaCMO https://t.co/czvqWLplzG",b'BagwanMaheboob1',2020-11-19 02:39:00,economy
53,@sravandasoju @TelanganaCMO KCR with his failed governance without pre-monsoon &amp; lake encroachment checks has hit people's economy  Now his police are charging on already effected innocent people - seems like Razakaar's raajyam.,b'ravurisumanth94',2020-11-18 18:47:34,economy
54,@viraat_hinduu @Ashi_IndiaToday @rishibagree @trspartyonline @KTRTRS he is talking about gdp per capita nominal you clown . telangana is far ahead of india and bangladesh and yes bangladesh's per capita in nominal terms has crossed india's recently,b'mothevarun',2020-11-18 17:38:36,economy
55,@shanthchandra @KTRTRS @bandisanjay_bjp @UttamTPCC @ActivistTeja @SrinivasBellam @vinay_vangala @Rakhs2009 @bhavinbhalodi @aryan66 deepam unnappude illu sakkabettukovale 😂 already few areas flood finance assistances have been done +  dubbaka's loss the ruling party dont want to take gap  and give chance the opposition folks to speakout,b'mebharatt',2020-11-18 16:15:36,economy
56,@Ashi_IndiaToday @rishibagree need you to counter these baseless allegations of @trspartyonline @KTRTRS on economy of Bangladesh and India.  Right now GHMC Elections are going in hyderabad.  Counter them.,b'viraat_hinduu',2020-11-18 15:29:54,economy
57,"Hi @KTRTRS @TelanganaCMO  Sir , my friend need immediate financial help for his heart surgery and medical expenses.  Below link has all details and need your support...thank you in advance. https://t.co/xnYqzXlOhP https://t.co/ek0O5uMIMb",b'rajeev_criccrzy',2020-11-18 14:03:13,economy
58,Everyone are asking bribe without looking at our financial condition even we went to govt official there he is also behaving in the same way supporting them Please help us with this problem sir As a young citizen im losing my hope to live in this city @KTRTRS @TelanganaCMO,b'PolaSudheer',2020-11-18 13:26:23,economy
59,"@Eatala_Rajender @EATALAOffice @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-18 12:47:43,economy
60,"@KTRTRS  Ministerji, good evening, GHMC election ahead, I dealer of N 95 mask, can provide you with pink color mask for your supporter at economical rate which will be helpful,protecting your supporters from virus which is pandemic, also this will give financial benefits, Regards",b'MPrabhaakar',2020-11-18 12:06:50,economy
61,"Can any BJP supporter explain this?  2020 GDP GROWTH    🇧🇩 Bangladesh:  3.8%   🇧🇹 Bhutan:  0.6%   🇵🇰 Pakistan:  0.4%   🇱🇰 Sri Lanka:  -4.6%   🇮🇳 India:  -10.3%  Now their BP raises too much, They Shout, Scream, Tear their clothes. But Still no straight ans from them 😀   @KTRTRS",b'DGRTRS',2020-11-18 11:29:04,economy
62,"Post-flood mess: huge crowds seen outside a Mee Seva centre in Musheerabad to apply for Rs 10k compensation for #HyderabadFloods financial assistance by #Telangana Govt. This, after almost 20% or around 5 lakh households in greater #Hyderabad received compensation. @KTRTRS https://t.co/hcqx02RMlg",b'Raaz_BRS',2020-11-18 11:22:46,economy
63,"@Vidyasagarrao_K @RaoKavitha @KTRTRS @KonathamDileep @krishanKTRS @K_Nageshwar sir, this is not expected of erudite like you. I'm a big fan of KCR and KTR for their vision and voted for them. But a state born with surplus money, what's its financial position now? Definitely can't match state like Gujarat that you know but convenieny omitted😏.",b'mohankrk123',2020-11-18 09:52:26,economy
64,@KTRTRS @MinisterKTR  Respected Sir I have send you a message regarding my health and financial issues please kindly help. https://t.co/JOJq8bdQll,b'khyser_shaik',2020-11-18 09:46:37,economy
65,"@149Vinay @KTRTRS @KTRoffice @PiyushGoyal @CimGOI @MinisterKTR I request @KTRTRS @KTRoffice @CimGOI @MinisterKTR @PiyushGoyal  Sir's, please look into this situation and help the employees who have come out of pandemic situation but could not overcome their financial situation as most of their salaries are pending for 12-18 months as of now.",b'PremKum29632099',2020-11-18 09:01:23,economy
66,"@TelanganaCMO @KTRoffice @KTRTRS Respected Sir , I am  Kapil Raj a Graduate Student of Osmania University recently I have cleared my Degree with 9.2 GPA , Hall ticket Number- 114317402089 and I wanted to study Further , MBA but due to my Poor Financial Condition I couldn't.",b'kapilthakuriaf',2020-11-18 08:37:26,economy
67,@Krishna80805102 @ysathishreddy @KTRTRS @K_Nageshwar @trspartyonline @MPsantoshtrs @BJPITCellTS Jzt like your BJP parties Nirmala Sitaraman slashed GDP saying God's act...same gies for you madharchood,b'FlashIndian',2020-11-18 08:08:53,economy
68,@BJP4Telangana @trspartyonline @KTRTRS Sir post something that is debatable...like  TRS is posting with CAG and finance commission papers as proof to let people know what center has done to Telangana. Why this chiller postings as if it is not happening in BJP ruled States.,b'brkumarr',2020-11-18 07:22:17,economy
69,"@KTRTRS @KTRoffice Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-18 06:47:51,economy
70,"@TelanganaCMO @KTRTRS @RaoKavitha @trspartyonline Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-18 06:47:25,economy
71,"@Eatala_Rajender @TelanganaHealth @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-18 06:47:12,economy
72,"@TelanganaGuv @DrTamilisaiGuv @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: +91 9502008874",b'SaikatRanchi',2020-11-18 06:46:59,economy
73,KCR Kits a boon for poor people in telangana.. Financial aid of 12000/- given to pregnant women.. Thats the commitment of people govt.. @KTRTRS  #VoteForCar  #HyderabadWithTRS https://t.co/GEt2xU9goB,b'VenkatBandari3',2020-11-18 05:03:35,economy
74,"@KTRTRS sir, With great honor  I would request the possibility on provision of any other digital authentic platforms to claim flood relief financial assistance so as to avoid mass gatherings at MEE seva centres alone. Jai hind sir.",b'divila77',2020-11-18 03:20:12,economy
75,"@KTRTRS @KTRoffice The disbursement of financial assistance of Rs 10,000 to flood-affected families in Ghmc fully crash sir please give to online apply so everyone can do in mobile only thisis situation mrng 6 am https://t.co/X7aV7bjYu9",b'Sunil03894894',2020-11-18 03:17:41,economy
76,@DayakarRao2019 Fate of sarpanch in #Telangana make your senses to get funds released from finance department @trsharish if basement is weak #trs structure will collapse @revanth_anumula @bandisanjay_bjp  @Lokeshpaila @revathitweets @DonitaJose @sravandasoju @V6News #Telangana https://t.co/GiPbRQj0KD,b'yngrblajay',2020-11-18 03:13:32,economy
77,"@HiHyderabad @Vidyasagarrao_K @RaoKavitha @KTRTRS @KonathamDileep @krishanKTRS Patha video ki well said a? Gujarat has double the GDP of TG, and why missed out to talk about KA. Every other Hyderabadi goes to Blore for Job search",b'kumar_ak',2020-11-18 01:05:41,economy
78,"Since one week onwords Lot of water wasting beside Capgemini signal, financial district @KTRTRS @KTRoffice https://t.co/9YGcqlBNvf",b'N4Nageswar',2020-11-17 21:57:45,economy
79,"@KTRTRS   @cvrcoenews is conducting exams...students testing positive..college trying to cover them up and continue the exams charging fines for not paying fees in this financial crisis...@KTRTRS..  will u address the issues faced by your ""SO CALLED "" own youth of this state https://t.co/4kouvCTtuE",b'AkashRe82391514',2020-11-17 17:33:51,economy
80,"@KTRTRS @TV9Telugu @timesofindia Sir please have a look on students lives the financial conditions of our households has also collapsed, with this burden along with incomplete/inadequate syllabus completion how can a Student be expected to write these exams.",b'vishnuv563',2020-11-17 17:02:35,economy
81,@vamshishetty @Ragvndr @KTRTRS Hyderabad had 9% GDP growth 2019-20 while the national average was 5%(approx) the only other city matched is Delhi,b'Bhanu39328757',2020-11-17 16:22:02,economy
82,@IndianCAG has not uploaded Telangana state Finance Audit report for the year ended 2019 &amp; 2020 People of Telangana awaited for the same. @DrTamilisaiGuv @GC_Murmu @PMOIndia @TelanganaCMO @bandisanjay_bjp @Arvindharmapuri @BJP4Telangana @BJP_Jangaon @BJP4India,b'BeerappaBezadi',2020-11-17 10:33:50,economy
83,"@Eatala_Rajender @EATALAOffice @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-17 10:12:56,economy
84,"Telangana has achieved remarkable growth in IT/ITES exports in the last financial year. Under our Honble CM KCR garu &amp; dynamic minister KTR garu, Hyderabad has risen to new heights. #voteforcar #votefordevelopment  @KTRTRS @trspartyonline https://t.co/Xbn8vsLeZb",b'mounikpullur',2020-11-17 10:08:49,economy
85,"Telangana has achieved remarkable growth in IT/ITES exports in the last financial year. Under our Honble CM KCR garu &amp; dynamic minister KTR garu, Hyderabad has risen to new heights. #voteforcar #votefordevelopment  @KTRTRS @trspartyonline https://t.co/a6lVVeWmAy",b'YadavTalasani',2020-11-17 10:01:30,economy
86,@KTRTRS Respected sir  My Name is Anil I am staying Borabanda HYDERABAD since I am there last 10 years onwards but this pandamic I lost job And everything  I am suffering lot of financial crises and also not able to live sir today in my area every one getting some gifts and amoun,b'anil74126',2020-11-17 09:48:50,economy
87,"@NitishJagruthi @RaviMudam @BJP4Telangana @INCTelangana @trspartyonline @KTRTRS @RaoKavitha @TrspartyKcr @trsinnews @SrujanTRS If they’re really capable, Ask them to show the Kaleshwaram Project financial details and you can come to know how much they have used for project to built and how much they have used for their family developments.",b'paramesh_ax',2020-11-17 07:54:53,economy
88,"@KTRTRS @KTRoffice Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-17 07:25:08,economy
89,"@TelanganaCMO @KTRTRS @RaoKavitha @trspartyonline Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-17 07:24:45,economy
90,"@Eatala_Rajender @TelanganaHealth @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: 9502008874",b'SaikatRanchi',2020-11-17 07:24:32,economy
91,"@TelanganaGuv @DrTamilisaiGuv @TelanganaCMO Please extend all possible help including financial help and save life of my ailing brother, Mr. Kaushik Majumdar (51 yrs old) residing in Hyderabad who is suffering from kidney failure and on dialysis. Brother's Cell: +91 9502008874",b'SaikatRanchi',2020-11-17 07:24:20,economy
92,"@nirvaana_7 They distributed 10k to each and every family, despite of property loss. Even My area got benefitted including few rich areas too. That to without any financial help from central Government. Wake up tweeple! Trust  @KTRTRS",b'thiru0511',2020-11-17 07:00:56,economy
93,@narasimhabegar2 @TelanganaCMO @KTRTRS @narendramodi @BTR_KTR @JAGANTRS @ysathishreddy @krishanKTRS @KonathamDileep Modi government has a list of broken and failed promises. Economy takes a free fall during the COVID lockdown. #BJPBringsRecession,b'rajeshmadireddy',2020-11-17 04:47:03,economy
94,"@KTRTRS  but due to my Poor Financial Condition I couldn't , I Request you tou please provide Financial Assistance of 8 lakhs so that I can complete my MBA education in Hyderabad. I Request you sir Please .",b'kapilthakuriaf',2020-11-17 03:45:43,economy
95,"@KTRTRS  Request to Help me Regarding my Education Finance Respected Sir , I am Thakur Kapil Raj Singh I am Graduate Student of Osmania University recently I have cleared my Degree with 9.2 GPA Bearing Hall ticket Number-  114317402089 and I wanted to study Further  MBA.",b'kapilthakuriaf',2020-11-17 03:45:14,economy
96,@PrasadKJR1 @BJP4Telangana @INCTelangana @trspartyonline @KTRTRS @RaoKavitha @TrspartyKcr @trsinnews @SrujanTRS How many funds sanctioned &amp; how many released? Even 14th finance commission allocations for smart cities has not been released by Central Government.,b'NitishJagruthi',2020-11-17 03:44:03,economy
97,"@KTRTRS @KTRTRS It would be good idea to have 3 Categories to get a better picture of the state economy for the last 5 years   1. SOTR - State Own Tax Revenue - ???,??? Crores 2. Central Tax devolution to State - 112,467 Crores 3. State Net Contribution to Center - 160,459 Crores",b'PVenkatGandhi',2020-11-17 03:43:03,economy
