,Tweet,User,createdTime,label
28,@BJP4India @bandisanjay_bjp @JPNadda @byadavbjp @mla_sudhakar @ShelarAshish @pradipsinhbjp @BJP4Karnataka @AmitShah @kishanreddybjp @drlaxmanbjp @TigerRajaSingh @Arvindharmapuri @BJP4Telangana @ECISVEEP @karunasagarllb #kcr @KTRTRS why only sanitation workers on #ghmc salaries hiked by 3000 rs but rest of #telangana sanitation workers denied their due were they not as #covidwarriors as #GHMC workers or its #GHMCElections2020 gimmicks @V6News @ABNJyothyTV lol #mim 45 seats mayor or deputy mayor,b'eccentricraj',2020-11-16 10:09:32,sanitation
29,"Celebrations on Announcement of House Property Exemption,Flood Relief &amp; Enhancement of Salary to GHMC Sanitation Worker's Today at Shanthi Nagar expressed thanks to @TelanganaCMO &amp; celebrated by offering milk Abhishekam. @KTRTRS @DrRanjithReddy @naveenktrs @BTR_KTR https://t.co/C70Nzpejjp",b'jagadishvcorp',2020-11-16 08:22:23,sanitation
30,"@KTRTRS Sir we are happy to hear that for increasing salaries for @GHMCOnline Sanitation staff, we appreciate you,but could you please take a look on grievance cell, in some wards after complaints also there is no work is going on.We took grievances many times on @ChiefEntomolgst https://t.co/iZW3hnTmHk",b'newsfarooqkhans',2020-11-16 06:39:18,sanitation
31,Salaries of Hyderabad sanitation workers hiked amid COVID-19 pandemic. That's a good and needed move. @KTRTRS   https://t.co/cON21yrZtI,b'dhanyarajendran',2020-11-16 06:21:49,sanitation
32,#NMC sanitation wing carrying out the drain cleaning activity across the city.  #SwachhSurvekshan2021Nizamabad @KTRTRS  @arvindkumar_ias  @Collector_NZB https://t.co/dRp2ms4E3s,b'MC_Nizamabad',2020-11-16 05:23:34,sanitation
33,"@Balu64170968 @KTRTRS @bonthurammohan Whose life's they are improving everthing going on commission basis when they are constructing staircase for 3 lakhs how much they charge for constructing a building No SANITATION , No STRAY DOGS CATCHING, No FOGGING, No ROADS REPAIRING, Haritharam trees are destroyed no action,",b'vaprasad3',2020-11-16 03:12:05,sanitation
34,@vinay_vangala @MoosapetDC @zckukatpally @Director_EVDM @arvindkumar_ias @KTRTRS @HiHyderabad @HydForum @HydWatch @AC_sanitation @DC_Kukatpally @SrinivasBellam @ActivistTeja @asinha @shanthchandra @Ridhima_G @AbhiramNetha @UttaraVarmaTOI @revathitweets @anusha_puppala Public money is being wasted.. dustbin on footpath..,b'FACVolunteer',2020-11-16 02:26:16,sanitation
35,@MoosapetDC  3. Pls shift d bins location ASAP n give way for pedestrians. It is becoming GVP! 4. Clear d debris &amp; unauthorised structures on footpaths @zckukatpally @Director_EVDM @arvindkumar_ias @KTRTRS @HiHyderabad @HydForum @HydWatch @AC_sanitation @DC_Kukatpally https://t.co/ILrK03QZmd,b'vinay_vangala',2020-11-16 02:23:39,sanitation
36,"GHMC sanitation workers perform ‘Palabhishekam’ on portraits of KCR and KTR  The MA&amp;UD Minister, K.T.Rama Rao on Saturday has announced Rs.3,000 enhancement of salaries to the santiation staff @KTRTRS @JAGANTRS #HyderabadWithTRS https://t.co/rlGUz3wdeY",b'gatla4747',2020-11-15 22:54:22,sanitation
37,"GHMC sanitation workers perform ‘Palabhishekam’ on portraits of KCR and KTR  The MA&amp;UD Minister, K.T.Rama Rao on Saturday has announced Rs.3,000 enhancement of salaries to the santiation staff @KTRTRS @TelanganaCMO #Hyderabad #HyderabadWithTRS https://t.co/4I0AwXiXlu",b'NKB_TRS',2020-11-15 22:21:40,sanitation
38,"Diwali gift to the people of Telangana state: 🔹50% discount on Rs.15,000 house tax in GHMC. 🔹Wage increase for sanitation workers. On this occasion, leaders from Kukatpally anointed CM KCR Garu under the auspices of  @JAGANTRS  Anna @KTRTRS https://t.co/EDsBIheHhk",b'ManduvaKarthik',2020-11-15 16:13:23,sanitation
39,"Celebrations on Announcement of House Property Exemption,Flood Relief &amp; Enhancement of Salary to GHMC Sanitation Worker's Today at Ward Ofc &amp; Various Places expressed thanks to @TelanganaCMO &amp; celebrated by offering milk Abhishekam. @KTRTRS @DrRanjithReddy @naveenktrs @BTR_KTR https://t.co/uEmLKv2hnI",b'jagadishvcorp',2020-11-15 11:23:17,sanitation
40,"GHMC Sanitation Staff performed paalabhishekam to the portrait of Hon’ble CM Sri KCR Garu At Champapet Ward Office on enhancing their salary from Rs 14,500 to Rs 17,500 per month. @KTRTRS  @GHMCOnline @D_SudheerReddy  @bonthurammohan  @trspartyonline https://t.co/6NovGUHvIq",b'Sama_RamnaReddy',2020-11-15 10:58:00,sanitation
41,"#TRS #Serilingampallydivision Celebrations on announcement of increase in salary for GHMC sanitation workers, property exemption and flood relief funds. @KTRTRS @bonthurammohan @ZC_SLP @DrRanjithReddy https://t.co/iCFrjV9Ozx",b'Veereshamgoud20',2020-11-15 10:51:04,sanitation
42,"Happiness not starts from the rich, It really starts from ground reality! Great Initiative for our honourable Sanitation Teams @GHMCOnline @ZC_SLP @Dc21Ghmc @DC_Serilingmply https://t.co/8kZh3Yw4oK",b'TweetJagdish',2020-11-15 10:02:57,sanitation
43,"@KTRTRS SIR HAPPY DEEPAWALI TODAY MASAB TANK VIJAY NAGAR COLONY HOCKEY GROUND, MILK PALABI SHAIKAM TO HONABLE CM SRI KCR SIR &amp; KTR SIR PHOTO.. IN OCCASION OF DEEPAWALI FESTIVAL BONANZA INCREASE OF GHMC SANITATION WORKERS.THANK YOU SO MUCH SIR.. https://t.co/X91bj1Yo5Z",b'sridhar174',2020-11-15 09:24:25,sanitation
44,Done palabhishekam to CM KCR garu for providing 50% discount in the payment of property tax and increase of salary of sanitation workers. And felicitated the sanitation workers will all the chandanagar division leaders. @GandhiArekapudi @DrRanjithReddy @naveenktrs @KTRTRS https://t.co/R36PftzB4V,b'mpreetham',2020-11-15 09:23:10,sanitation
45,"@KTRTRS SIR HAPPY DEEPAWALI TO YOU &amp; UR FAMILY MEMBERS TODAY AT HOCKEY GROUND MASAB TANK VIJAY NAGAR COLONY.MILK PALABI SHAIKAM TO TRS HONABLE CM KCR SIR GARU PHOTO.BECOZ OF DEEPAWALI FESTIVAL BONAZA SALARIES INCREASE TO GHMC SANITATION WORKERS.THANK YOU SO MUCH SIR.JAI KCR SIR, https://t.co/W1zBkOreHP",b'sridhar174',2020-11-15 09:14:22,sanitation
46,Today along with  #sanitationsweeper did palabhishekam  to #kcr garu and @KTRTRS garu for increasing 3000 rup salary to ghmc sanitation sweepers .. @bonthurammohan @samasunderredd1 https://t.co/5r9EwKvSfT,b'sama_swapna',2020-11-15 08:33:29,sanitation
47,"Diwali gift to the people of Telangana state !! 50% discount on Rs.15,000 house tax in GHMC. !! Wage increase for sanitation workers. On this occasion, the leaders of Kukatpally anointed CM KCR under the @JAGANTRS  @KTRTRS https://t.co/RQ7tlk7NYt",b'Aruntrs123',2020-11-15 08:22:30,sanitation
48,#TRS party leaders and cadre celebrated the hike of Rs.3000/-in salary of GHMC #Sanitation workers announced by our Hon'ble Chief Minister Shri KCR garu along with the Sanitation staff at 122 Division  Did #Paalabhishekam to our Hon'ble CM KCR garu. @KTRTRS @122Ramarao.. https://t.co/hELbkuK4T2,b'SrinivasSainik2',2020-11-15 07:55:33,sanitation
49,#TRS party leaders and cadre celebrated the hike of Rs.3000/-in salary of GHMC #Sanitation workers announced by our Hon'ble Chief Minister Shri KCR garu along with the Sanitation staff at 122 Division  Did #Paalabhishekam to our Hon'ble CM KCR garu. @KTRTRS @DrRanjithReddy https://t.co/r7NwHGZtD1,b'122Ramarao',2020-11-15 07:49:43,sanitation
50,"Ghmc staff wholeheartedly thank our Honble CM KCR garu and MA&amp;UD minister KTR garu for enhancing salary  of GHMC sanitation staff from ₹14,500 to ₹17,500. In 2014, Salary was 8,500 now in 6 years it has increased to 17,500. @KTRTRS @trspartyonline @MutaGopal @VSrinivasGoud https://t.co/9hMMwoGIxi",b'glasyananditha',2020-11-15 07:42:38,sanitation
51,GHMC sanitation workers thanking CM Sri KCR and Miniater Sri @KTRTRS Garu for hiking their salaries @JAGANTRS https://t.co/J3UmoN53kP,b'gatla4747',2020-11-15 07:39:18,sanitation
52,@TelanganaToday As per the attachment; Hon'ble @MinisterKTR may be announced for increasing the wages of respected public sanitation workers of #GHMC maybe not for entire #Telangana  The same #Diwali Gift may be getting for entire #Telangana from Sri @KTRTRS ASAP🙏 #GWMC  https://t.co/HjalkOsPIW,b'Velide_Anand',2020-11-15 07:17:32,sanitation
53,Telangana Govt Hikes Salary of Hyderabad Civic Body Sanitation Workers for Good Work https://t.co/xlPKZfn3ij #Telangana #SanitationWorkers #CivicBody #SalaryHike @KTRTRS,b'latestly',2020-11-15 07:16:28,sanitation
54,Along with @GHMCOnline participated in thanking KCR sir programme for Hiking 3000 on sanitation staff salary at Nagole division. @TelanganaCMO @RaoKavitha @KTRTRS @D_SudheerReddy @bonthurammohan @trspartyonline https://t.co/NJnqun3e9a,b'TRS_CSPGoud',2020-11-15 06:08:37,sanitation
55,@BTR_KTR @KTRTRS What about other department outsourcing employees salaries sir. We are also working hard in all the time. We know sanitation workers are great but every department outsourcing employees are working hard in GHMC. Every department is necessary to GHMC,b'VenumadhavRedd',2020-11-15 05:51:47,sanitation
56,@Babafasiuddin @KTRTRS @TelanganaCMO @trspartyonline What about other department outsourcing employees salaries sir. We are also working hard in all the time. We know sanitation workers are great but every department outsourcing employees are working hard in GHMC. Every department is necessary to GHMC,b'VenumadhavRedd',2020-11-15 05:48:39,sanitation
57,@bonthurammohan @KTRTRS @TelanganaCMO @MPsantoshtrs @VSrinivasGoud @MutaGopal @PMR0789 @ZC_Secunderabad @ACEntomolgyGHMC @BTR_KTR @ntdailyonline @trspartyonline sir ade indira park kendramga pani chesthunna  urban biodiversity wing lo pani chesthunna supervisors ki kuda salaries penchandi sir. Now supervisors salaries are lesser than the sanitation workers. Sir please look into this it's humble request.,b'VenumadhavRedd',2020-11-15 05:39:17,sanitation
58,GHMC sanitation workers Express Happy   #Hyderabad  #Telangana  #DildarCM   @KTRTRS @kp_vivekanand   https://t.co/tKlRH6n5Nw,b'RaviKiranTRSV3',2020-11-15 04:30:03,sanitation
59,@NTVJustIn As per the above message;Sri @KTRTRS may be announced the statement of Hon'ble @TelanganaCMO merely for increasing the wages of respected public health(Sanitation) workers of #GHMC maybe not for the entire State of #Telangana🙏Eagerly awaiting for the same statement for #GWMC too,b'Velide_Anand',2020-11-15 03:31:20,sanitation
60,"A major role was played by the Greater Hyderabad Municipal Corporation (GHMC) sanitation workers,"" said @KTRTRS the state's Municipal Administration Minister.",b'sravaneleti',2020-11-15 03:29:14,sanitation
61,"Telangana govt increased the salaries of #Hyderabad civic body sanitation workers on Sat in gratitude for the good work they have been discharging amid the COVID-19 pandemic. ""Compared to other places like Mumbai and Chennai, the severity of cases is lesser in #Hyderabad @KTRTRS https://t.co/AHPUuFy5Fj",b'sravaneleti',2020-11-15 03:28:05,sanitation
62,"Salaries of Hyderabad sanitation workers hiked amid COVID-19 pandemic ""When 1 crore people are generating trash, 25,000 people are working hard to clean it. How much ever we do for them, it is less,"" honourable Minister @KTRTRS https://t.co/CCiTWEAKMj",b'sravaneleti',2020-11-15 03:24:41,sanitation
63,GHMC sanitation workers Express Happy  #DildarCM #KCR  @KTRTRS @JAGANTRS @trspartyonline https://t.co/gL5X3RE858,b'KiranbTRS',2020-11-15 02:27:00,sanitation
64,GHMC sanitation workers Express Happy   #Hyderabad #Telangana #DildarCM @TelanganaCMO @KTRTRS @RaoKavitha @GHMCOnline @bonthurammohan @trspartyonline @Anil_trs @nritrs https://t.co/dXwyvU8xKj,b'NKB_TRS',2020-11-15 01:10:27,sanitation
65,"Celebrations are going on after announcement from @KTRTRS garu about House property exemption, Flood relief &amp; enhancement of salary to Sanitation team......   https://t.co/qTyBjTQyXs",b'NKB_TRS',2020-11-14 20:30:26,sanitation
66,"@KTRTRS @asadowaisi Extremely thankful to KTR ji for enhancement of salary of sanitation worker's from 14,500 to 17,000 recognising their services during corona pandamic 🙏 https://t.co/4A1lUlr6j8",b'Mahende57675099',2020-11-14 18:49:47,sanitation
67,"Minister @KTRTRS announced the enhancement of salaries of sanitation workers from Rs 14,500 to Rs 17,000 recognising their services during the corona pandemic. #Avaaz24 https://t.co/AWo3mSDnlp",b'avaaz24',2020-11-14 17:54:11,sanitation
68,Diwali that lights up someone’s life and heart.GHMC Sanitation employees salary hike by Hon ble @TelanganaCMO KCR sir &amp; Hon ble Min MAUD @KTRTRS on the occasion of diwali.Happiest gift to Frontline worriers Illuminated realhappiness. Congratulations. @bonthurammohan @GHMCOnline https://t.co/moTxEpmd0X,b'VijayPerolla',2020-11-14 16:38:03,sanitation
69,"@kp_vivekanand @KTRTRS Celebrations are going on after announcement from @KTRTRS garu about House property exemption, Flood relief &amp; enhancement of salary to Sanitation team......",b'mahi_lion',2020-11-14 16:14:29,sanitation
70,"@kp_vivekanand @KTRTRS Celebrations are going on after announcement from @KTRTRS garu about House property exemption, Flood relief &amp; enhancement of salary to Sanitation team......",b'Mohamme52716519',2020-11-14 16:07:59,sanitation
71,"Celebrations are going on after announcement from @KTRTRS garu about House property exemption, Flood relief &amp; enhancement of salary to Sanitation team...... https://t.co/eLdbypgplx",b'kp_vivekanand',2020-11-14 15:52:00,sanitation
72,@MinisterKTR Dated 25-06-20 @Hindu_vs  Swathi has shown the real story of 👇🏼 Don’t miss to know the facts @KTRTRS Garu ..  https://t.co/6DsXawzMTM,b'HarishKumarDaga',2020-11-14 15:44:02,sanitation
73,The Govt of Telangana enhanced the salary of the GHMC sanitation staff recognising their services rendered during COVID19 pandemic. @KTRTRS @trspartyonline @varuntrs58 https://t.co/ZrHYyXt5uH,b'sairamrao6666',2020-11-14 14:33:11,sanitation
74,@KTR_News @KTRTRS @GHMCOnline Thanks KTR for enhancing Salaries for Sanitation workers. I hope this is gd decision.,b'bhoomsapfico',2020-11-14 14:31:04,sanitation
75,The Govt of Telangana enhanced the salary of the GHMC sanitation staff recognising their services rendered during COVID19 pandemic. @KTRTRS @JAGANTRS @KonathamDileep @balkasumantrs @BTR_KTR https://t.co/DBCu6dB8rW,b'gatla4747',2020-11-14 13:45:30,sanitation
76,"Minister Honourable @KTRTRS announced enhancement of salaries of GHMC sanitation staff from Rs.14,500 to Rs.17,500 recognizing their services, especially during the coronavirus pandemic.  From: TRS State S🌐cial Media Cell @JAGANTRS @ysathishreddy @dcstunner999 @krishanKTRS https://t.co/OoBfgHQO4F",b'MahinderMTech',2020-11-14 13:02:12,sanitation
77,"Minister @KTRTRS announced enhancement of salaries of @GHMCOnline sanitation staff from Rs.14,500 to Rs.17,500 recognizing their services, especially during the coronavirus pandemic. @JAGANTRS https://t.co/g5prCEZOyE",b'gatla4747',2020-11-14 12:34:20,sanitation
78,"Minister @KTRTRS announced enhancement of salaries of @GHMCOnline sanitation staff from Rs.14,500 to Rs.17,500 recognizing their services, especially during the coronavirus pandemic. https://t.co/c3bttGagSt",b'trsghmc',2020-11-14 12:32:51,sanitation
79,"Minister @KTRTRS announced enhancement of salaries of @GHMCOnline sanitation staff from Rs.14,500 to Rs.17,500 recognizing their services, especially during the coronavirus pandemic. https://t.co/K6VvIzHr7l",b'KTR_News',2020-11-14 12:14:00,sanitation
80,It good to increase salaries for GHMC sanitation employees. But we have many corporations in Telangana state they are getting very less salaries. Increase for them also @KTRTRS https://t.co/zKepDup6Vr,b'SreenuBimpavu',2020-11-14 11:45:48,sanitation
81,"25,000 Sanitation workers in #GHMC get into dirt &amp; toil hard selflessly, so that #Hyderabad’s image remains intact👍  Recognizing their efforts &amp; to make them live with respect &amp; dignity,CM #KCR Garu more than doubled their salaries from ₹8,500 in 2014 to ₹17,500 today @KTRTRS https://t.co/eiy9vyoHec",b'ZPTCmirdoddiTRS',2020-11-14 11:23:33,sanitation
82,"Thanks for increasing salaries for GHMC sanitation employees. But we have many corporations near Hyderabad like @MC_Nizampet, they are getting very less salaries and Living cost is very high in that areas. Please consider this request, it will help many people life.@KTRTRS https://t.co/WGVtIGB6gQ",b'SreenuBimpavu',2020-11-14 11:21:41,sanitation
83,"25,000 Sanitation workers in #GHMC get into dirt &amp; toil hard selflessly, so that #Hyderabad’s image remains intact👍  Recognizing their efforts &amp; to make them live with respect &amp; dignity,CM #KCR Garu more than doubled their salaries from ₹8,500 in 2014 to ₹17,500 today @KTRTRS",b'KiranvarmaTRSV',2020-11-14 11:16:49,sanitation
84,"25,000 Sanitation workers in #GHMC get into dirt &amp; toil hard selflessly, so that #Hyderabad’s image remains intact👍  Recognizing their efforts &amp; to make them live with respect &amp; dignity,CM #KCR Garu more than doubled their salaries from ₹8,500 in 2014 to ₹17,500 today @KTRTRS https://t.co/e9itSsKGMB",b'PuttaVishnuVR',2020-11-14 11:16:01,sanitation
85,"Special sanitation drive for removal of garbage ,green waste and C&amp;D waste continues in #goshamahal circle.Our frontline workers are working hard for removal of the waste on the festival day also for keeping City clean.@GHMCOnline @AC_sanitation @ZC_Khairatabad @TigerRajaSingh https://t.co/hvKY1YOYaB",b'Deeswmgoshamahl',2020-11-14 11:06:24,sanitation
86,"@MinisterKTR @KTR_News @KTRTRS Good Decision by Govt Telangana great relief to the common People,50%of rebate on Domestic Property tax. 🎉Increasing Salary of Sanitation Workers👍And one of the good decision on the flood rain hit people,now genuine people can apply through Meseva &amp;avail the CM reliefamount 👏",b'MdQhadir',2020-11-14 10:50:20,sanitation
87,"#JUSTIN: Minister @KTRTRS also announced the enhancement of salaries of sanitation workers from Rs 14,500 to Rs 17,000 recognising their services during the corona pandemic.",b'NewsMeter_In',2020-11-14 09:51:58,sanitation
88,"Majestic decision from #TRSGovt of 50% #PropertyTax rebate for everyone who pay upto Rs15,000.  Also a salary hike of sanitation workers to Rs 17,500 from Rs 14,500 !   #DildarCM  #ThankYouKTR   @KTRTRS @YadavTalasani @mahmoodalitrs @trspartyonline https://t.co/dltGvSKpzt",b'ysathishreddy',2020-11-14 09:51:09,sanitation
89,@KTRTRS very very good decision of relief to municipal sanitation workers... We love this type of works... I ask why you not keep public toilets to work.. many number of toilets not working in city.. Appoint and give responsibility to sanitation workers and give salary.,b'goudhyd25',2020-11-14 09:35:48,sanitation
90,"I cannot express my appreciation of our CM #KCR garu for his kind heart towards the people who suffered from Floods.Thanks  for exempting 50% property tax for upto 15,000/-and 10,000/- for all the flood affected families&amp; salary enhancement for sanitation workers. @KTRTRS",b'AnilgoudB',2020-11-14 09:21:49,sanitation
91,"I cannot express my appreciation of our CM #KCR garu for his kind heart towards the people who suffered from Floods.Thanks  for exempting 50% property tax for upto 15,000/-and 10,000/- for all the flood affected families&amp; salary enhancement for sanitation workers. @KTRTRS https://t.co/O2jbIkAiEj",b'kp_vivekanand',2020-11-14 08:48:40,sanitation
92,Happy Dewali to GHMC sanitation workers #Telangana government increased Their Salaries from  14k to 17k #HyderabadWithTrs Thank you @TelanganaCMO @GHMCOnline @CommissionrGHMC https://t.co/rMq7WpgTMY,b'shinde8324',2020-11-14 08:23:22,sanitation
93,"Doubling the joy on Diwali. Govt of Telangana has announced  50% waiver on Property Tax. Those not received flood relief amount of Rs 10.000 can apply thru Mee SEVA. Salary Increment of Rs 3000 to Sanitation workers.From Rs14,500 raised to Rs17,500 @KTRTRS https://t.co/K07agLJGeq",b'KaleemTRS',2020-11-14 08:06:54,sanitation
94,"#SwachhRamagundam #SwachhSurvekshan2021 Conducted a meeting with sanitation workers, Staff of MEPMA,Engineering, Sanitation&amp;Revenue on Swachh Survekshan -2021 and Felicitated best performing workers for the month of October. @KTRTRS @arvindkumar_ias @cdmatelangana @Collector_PDPL https://t.co/1wHqVRr8Ub",b'MC_Ramagundam',2020-11-13 06:14:36,sanitation
95,"Special Sanitation Drive for removing of Garbage, C&amp;D waste and Green waste is in progress at various locations of #Goshamahal division of Khairatabad zone. @GHMCOnline @AC_sanitation @ZC_Khairatabad @TigerRajaSingh @TRSParmeshwari @MamtaManga https://t.co/A5OcNlXjs7",b'Deeswmgoshamahl',2020-11-13 04:25:31,sanitation
